celebrity_name,_season_raw,y_judges,y_fans,US,ProStrength,ProCount,age_z,age_z2,industry_grp_Media,industry_grp_Model,industry_grp_Other,industry_grp_Performer,season_2,season_3,season_4,season_5,season_6,season_7,season_8,season_9,season_10,season_11,season_12,season_13,season_14,season_15,season_16,season_17,season_18,season_19,season_20,season_21,season_22,season_23,season_24,season_25,season_26,season_27,season_28,season_29,season_30,season_31,season_32,season_33,season_34,Intercept
Donny Osmond,9,0.15000757980423837,0.156,1,0.6467611586970256,13,0.8883447206916748,0.7891563427807697,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kelly Osbourne,9,0.14009408198947915,0.156,0,0.6093962187192591,10,-1.0754464967533406,1.156585167379033,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Aiden Turner,10,0.08640123146038634,0.093,0,0.6115679358909762,10,-0.49358243232518795,0.24362361750004874,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Shannen Doherty,10,0.08851674641148326,0.07,1,0.7747589433527677,20,-0.05718438400407338,0.0032700537739253233,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Niecy Nash,10,0.1172533280542755,0.12,1,0.6227295520525924,10,0.0882816321029648,0.007793646566763225,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Buzz Aldrin,10,0.061856836448487995,0.1,1,0.6483944252501259,3,2.9976019542437284,8.98561747608582,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Chad Ochocinco,10,0.13372228059886335,0.13,1,0.791650430093382,24,-0.49358243232518795,0.24362361750004874,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Evan Lysacek,10,0.17420856203742477,0.172,1,0.5300527843758247,10,-1.0754464967533406,1.156585167379033,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Pamela Anderson,10,0.12278942800801977,0.112,0,0.6774310804002015,0,0.233747648210003,0.05463796304370731,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Nicole Scherzinger,10,0.18508565666684257,0.172,1,0.8725485256364116,16,-0.5663154403787071,0.3207131780113289,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Erin Andrews,10,0.1661166553153899,0.172,1,0.7300160581039441,16,-0.49358243232518795,0.24362361750004874,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kate Gosselin,10,0.07831740786108052,0.099,1,0.6383953069891313,20,-0.27538340816463064,0.07583602149236755,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jake Pavelka,10,0.10750702443465611,0.104,1,0.6360223919174468,6,-0.49358243232518795,0.24362361750004874,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
David Hasselhoff,11,0.06607929515418502,0.074,1,0.6967611586970257,13,1.3974757770663084,1.9529385474870826,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Florence Henderson,11,0.09378314418668462,0.098,1,0.6645259003335012,1,2.706669922029652,7.326062066820002,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kyle Massey,11,0.16271856307473428,0.171,1,0.6432609947455552,5,-1.4391115370209362,2.0710420159867615,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jennifer Grey,11,0.1771564593352613,0.171,1,0.8725485256364116,16,0.8156117126381557,0.6652224657925454,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Rick Fox,11,0.12167693437740555,0.11,0,0.7985469818175199,24,0.1610146401564839,0.025925714344721996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kurt Warner,11,0.12061418931402332,0.125,1,0.5433861177091581,10,0.015548624049445712,0.00024175970983100157,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Margaret Cho,11,0.07632507425199832,0.087,1,0.6560628853859257,10,0.1610146401564839,0.025925714344721996,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Michael Bolton,11,0.06239161201586701,0.081,1,0.6723860282810832,6,1.3247427690127893,1.7549434040516725,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Brandy,11,0.15571542180078643,0.129,1,0.7347779628658488,16,-0.5663154403787071,0.3207131780113289,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
The Situation,11,0.07905932175361109,0.092,1,0.6593335100083102,17,-0.7845144645392643,0.6154629450713286,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Audrina Patridge,11,0.11914567876486022,0.097,1,0.6343953069891313,20,-1.0027134886998217,1.0054343404205675,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Bristol Palin,11,0.1463294102059998,0.171,1,0.7427589433527677,20,-1.4391115370209362,2.0710420159867615,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Ralph Macchio,12,0.13729271332095105,0.131,1,0.6366062372810375,17,0.7428787045846367,0.5518687697253479,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Chelsea Kane,12,0.17396818438865877,0.172,1,0.7427589433527677,20,-1.2209125128603788,1.4906273640590446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kirstie Alley,12,0.15850267869054857,0.172,1,0.7300160581039441,16,1.5429417931733467,2.3806693771209826,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Hines Ward,12,0.1713060238120397,0.172,0,0.6467611586970256,13,-0.27538340816463064,0.07583602149236755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Sugar Ray Leonard,12,0.0890572497666218,0.092,1,0.5700527843758247,10,1.1065437448522322,1.224439059271602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Chris Jericho,12,0.11071551473871998,0.104,1,0.8019952576795888,24,0.0882816321029648,0.007793646566763225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Petra Nemcova,12,0.10243296645431384,0.099,0,0.6786845379481958,2,-0.5663154403787071,0.3207131780113289,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Mike Catherwood,12,0.07075281803542674,0.084,1,0.7232609947455553,5,-0.49358243232518795,0.24362361750004874,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Romeo,12,0.13151308977541798,0.118,1,0.6178405737356287,6,-1.293645520913898,1.6735187337805904,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Wendy Williams,12,0.07214333729639161,0.089,1,0.6463953069891312,20,0.5246796804240793,0.275288767049914,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kendra Wilkinson,12,0.11198134646646023,0.113,1,0.629396218719259,10,-1.0027134886998217,1.0054343404205675,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Elisabetta Canalis,13,0.0816474137752888,0.078,0,0.8095864667536671,18,-0.4208494242716688,0.1771142379097951,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
David Arquette,13,0.11527470911506839,0.111,1,0.6634278253636924,13,0.0882816321029648,0.007793646566763225,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Ricki Lake,13,0.17460649887765328,0.171,1,0.8725485256364116,16,0.233747648210003,0.05463796304370731,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
J.R. Martinez,13,0.1722882330557043,0.171,1,0.6320607827355829,17,-0.7845144645392643,0.6154629450713286,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Metta World Peace (Ron),13,0.06451612903225806,0.074,1,0.6873622460383306,14,-0.5663154403787071,0.3207131780113289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Hope Solo,13,0.13604297250086408,0.129,1,0.7347779628658488,16,-0.6390484484322261,0.40838291944363553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Chynna Phillips,13,0.10143400057910978,0.092,1,0.6423953069891312,20,0.3064806562635221,0.09393039266371919,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kristin Cavallari,13,0.09582604499720848,0.081,1,0.7707589433527677,20,-1.0754464967533406,1.156585167379033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Carson Kressley,13,0.09057250516155449,0.098,1,0.563386117709158,10,0.1610146401564839,0.025925714344721996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Chaz Bono,13,0.0928603321090653,0.108,1,0.6832609947455552,5,0.233747648210003,0.05463796304370731,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Nancy Grace,13,0.11733044931434675,0.119,1,0.6056435295152635,4,0.8883447206916748,0.7891563427807697,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Rob Kardashian,13,0.16300497574853307,0.171,1,0.788202154231313,24,-1.0754464967533406,1.156585167379033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
William Levy,14,0.15482351509526326,0.161,0,0.788202154231313,24,-0.5663154403787071,0.3207131780113289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jack Wagner,14,0.08298879513253739,0.082,1,0.5767194510424913,10,0.9610777287451939,0.9236704006900206,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Sherri Sheperd,14,0.0866325212500843,0.086,1,0.800890814579754,18,0.3792136643170412,0.14380300320475758,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jaleel White,14,0.1073292713535083,0.098,1,0.6634278253636924,13,-0.27538340816463064,0.07583602149236755,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Roshon Fegan,14,0.11503180411701953,0.102,1,0.6178405737356287,6,-1.366378528967417,1.8669902844231625,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Melissa Gilbert,14,0.10282706076596482,0.104,1,0.7395398676277536,16,0.5974126884775984,0.35690192035403207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Martina Navratilova,14,0.06863555004818944,0.078,0,0.6503953069891313,20,1.1792767529057513,1.3906936599439323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Donald Driver,14,0.15205779859660243,0.161,1,0.6399938249856989,14,-0.12991739205759248,0.016878528759046194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Gavin DeGraw,14,0.08427782984197218,0.09,1,0.6547880554628557,17,-0.27538340816463064,0.07583602149236755,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Gladys Knight,14,0.08643435749142352,0.095,1,0.6278657517374857,4,2.0520728495479803,4.211002979851968,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Katherine Jenkins,14,0.15747877316028897,0.161,0,0.7427589433527677,20,-0.5663154403787071,0.3207131780113289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Maria Menounos,14,0.1321622720319212,0.119,1,0.8773104303983164,16,-0.4208494242716688,0.1771142379097951,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Gilles Marini,15,0.1159897448583239,0.104,0,0.6505201407751726,14,-0.20265040011111157,0.04106718466519361,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Sabrina Bryan,15,0.10701260959784274,0.097,1,0.6360628853859258,10,-0.7845144645392643,0.6154629450713286,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kirstie Alley,15,0.10098787047989036,0.104,1,0.7395398676277536,16,1.6156748012268658,2.6104050633194724,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kelly Monaco,15,0.14228996387720003,0.158,1,0.7748038580580148,18,-0.20265040011111157,0.04106718466519361,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Apolo Anton Ohno,15,0.12371348609950195,0.109,1,0.6366062372810375,17,-0.6390484484322261,0.40838291944363553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Emmitt Smith,15,0.12168099313699424,0.11,1,0.791650430093382,24,0.3064806562635221,0.09393039266371919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Shawn Johnson,15,0.1476464633378679,0.158,1,0.8725485256364116,16,-1.366378528967417,1.8669902844231625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Pamela Anderson,15,0.06148282097649186,0.069,0,0.6834213072930413,4,0.4519466723705603,0.20425579466682256,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Helio Castroneves,15,0.08427254579699713,0.077,0,0.6632951191901741,6,-0.12991739205759248,0.016878528759046194,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Joey Fatone,15,0.07783139397751396,0.07,1,0.6912056031414702,13,-0.27538340816463064,0.07583602149236755,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Drew Lachey,15,0.08187011991161847,0.077,1,0.5767194510424913,10,-0.20265040011111157,0.04106718466519361,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Bristol Palin,15,0.07905262310336751,0.09,1,0.7667589433527677,20,-1.293645520913898,1.6735187337805904,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Melissa Rycroft,15,0.14824047359572481,0.158,1,0.6183953069891313,20,-0.7117814564857452,0.5066328417969688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Ingo Rademacher,16,0.11721108137740877,0.115,0,0.6523167142525811,13,0.1610146401564839,0.025925714344721996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Zendaya,16,0.15130890213155446,0.141,1,0.7748038580580148,18,-1.6573105611814933,2.7466782962037164,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Dorothy Hamill,16,0.015317846660462453,0.078,1,0.5834213072930412,4,1.2520097609592702,1.567528441537289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Victor Ortiz,16,0.08953033773671344,0.095,1,0.7702224998543289,9,-0.9299804806463025,0.8648636943831277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Alexandra Raisman,16,0.14770808632004728,0.14,1,0.7427589433527677,20,-1.5118445450744553,2.285673928471387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jacoby Jones,16,0.1405621491091962,0.142,1,0.6320607827355829,17,-0.7845144645392643,0.6154629450713286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
D. L. Hughley,16,0.07318702828065769,0.09,1,0.8054435335416579,24,0.8156117126381557,0.6652224657925454,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Andy Dick,16,0.08844613681874174,0.101,1,0.7002965122323792,13,0.5974126884775984,0.35690192035403207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Wynonna Judd,16,0.07206766925709625,0.082,1,0.6463953069891312,20,0.6701456965311176,0.4490952545791767,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Kellie Pickler,16,0.14896795040116634,0.141,1,0.8725485256364116,16,-0.9299804806463025,0.8648636943831277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Lisa Vanderpump,16,0.0805230272451753,0.086,0,0.6169509119418299,12,0.9610777287451939,0.9236704006900206,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Sean Lowe,16,0.10573945988403785,0.107,1,0.6505201407751726,14,-0.7117814564857452,0.5066328417969688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Valerie Harper,17,0.07303857163909867,0.086,1,0.6541283780001119,4,2.561203905922614,6.5597654477132545,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Brant Daugherty,17,0.11066000010373848,0.103,1,0.6543478919713449,14,-0.7845144645392643,0.6154629450713286,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Elizabeth Berkley Lauren,17,0.11986072807932599,0.109,1,0.7827089963979358,18,0.015548624049445712,0.00024175970983100157,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Leah Remini,17,0.12050844297851766,0.118,1,0.6220316706254949,20,0.3064806562635221,0.09393039266371919,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Corbin Bleu,17,0.1445775743332681,0.139,1,0.6320607827355829,17,-1.0754464967533406,1.156585167379033,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Amber Riley,17,0.14483559598087672,0.139,1,0.8725485256364116,16,-0.8572474725927834,0.7348732292667151,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Keyshawn Johnson,17,0.06703771146616541,0.078,1,0.729084391020258,13,0.1610146401564839,0.025925714344721996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Bill Engvall,17,0.1184859309057417,0.14,1,0.6460496892919696,15,1.2520097609592702,1.567528441537289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Christina Milian,17,0.1004596011349527,0.088,1,0.7645771251709494,20,-0.5663154403787071,0.3207131780113289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
"Nicole ""Snooki"" Polizzi",17,0.104428159654823,0.099,0,0.820598727776578,11,-1.0027134886998217,1.0054343404205675,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Jack Osbourne,17,0.13664833618451577,0.139,0,0.788202154231313,24,-0.8572474725927834,0.7348732292667151,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Bill Nye,17,0.060447457491768636,0.082,1,0.6774310804002015,0,1.3247427690127893,1.7549434040516725,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Billy Dee Williams,18,0.011872731823301213,0.08,1,0.6460496892919696,15,2.706669922029652,7.326062066820002,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Danica McKellar,18,0.12158438923199373,0.112,1,0.7834995102319278,18,0.015548624049445712,0.00024175970983100157,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
James Maslow,18,0.14140419114950215,0.142,1,0.6399938249856989,14,-1.1481795048068597,1.3183161752585255,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Candace Cameron Bure,18,0.13215879747780826,0.148,1,0.7427589433527677,20,-0.12991739205759248,0.016878528759046194,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Sean Avery,18,0.08120072581654361,0.076,0,0.6684244190992193,17,-0.4208494242716688,0.1771142379097951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
Diana Nyad,18,0.03435114503816794,0.068,1,0.6774310804002015,0,1.833873825387423,3.3630932074411004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
