season,week,celebrity_name,concentration
12,1,Kirstie Alley,0.04372889214519114
12,1,Mike Catherwood,0.039849473411282116
12,1,Petra Nemcova,0.03134911955480571
12,1,Ralph Macchio,0.043690668480437414
12,1,Romeo,0.027067858763808003
12,1,Sugar Ray Leonard,0.0562342027075122
12,1,Wendy Williams,0.03888406711715117
12,2,Chelsea Kane,0.05554088448162031
12,2,Chris Jericho,0.03544542052566428
12,2,Hines Ward,0.0567503835340456
12,2,Kendra Wilkinson,0.04358024994249093
12,2,Kirstie Alley,0.03376922381566097
12,2,Mike Catherwood,0.08100879278787532
12,2,Petra Nemcova,0.036645499488106
12,2,Ralph Macchio,0.05481728421496046
12,2,Romeo,0.02417463667106612
12,2,Sugar Ray Leonard,0.03678461731404081
12,2,Wendy Williams,0.036869866020127984
12,3,Chelsea Kane,0.03045225918334081
12,3,Chris Jericho,0.04099544128378154
12,3,Hines Ward,0.05376625164044833
12,3,Kendra Wilkinson,0.039492431726129734
12,3,Kirstie Alley,0.04220336011273607
12,3,Petra Nemcova,0.04891974614181057
12,3,Ralph Macchio,0.038232428083558895
12,3,Romeo,0.05495595624916334
12,3,Sugar Ray Leonard,0.030387629804128333
12,3,Wendy Williams,0.08839563943865117
12,4,Chelsea Kane,0.0473150396651168
12,4,Chris Jericho,0.041888656044923145
12,4,Hines Ward,0.06288167074333784
12,4,Kendra Wilkinson,0.036021429695669696
12,4,Kirstie Alley,0.03141277671799558
12,4,Petra Nemcova,0.050319465066603904
12,4,Ralph Macchio,0.04018721648140702
12,4,Romeo,0.042840354357837104
12,4,Sugar Ray Leonard,0.0805413454769825
12,5,Chelsea Kane,0.050925763544534444
12,5,Chris Jericho,0.05277413921640478
12,5,Hines Ward,0.0692891074885093
12,5,Kendra Wilkinson,0.06862315716719444
12,5,Kirstie Alley,0.03452123448383003
12,5,Petra Nemcova,0.11827214023286217
12,5,Ralph Macchio,0.043726223959454844
12,5,Romeo,0.04269431058637978
12,6,Chelsea Kane,0.08585667396618751
12,6,Chris Jericho,0.1397910662691902
12,6,Hines Ward,0.02743035183018444
12,6,Kendra Wilkinson,0.07945444147608498
12,6,Kirstie Alley,0.07163544645729392
12,6,Ralph Macchio,0.0867225227848348
12,6,Romeo,0.08494469532104007
12,7,Chelsea Kane,0.040800005068496265
12,7,Hines Ward,0.06857249856919487
12,7,Kendra Wilkinson,0.1233891263467872
12,7,Kirstie Alley,0.036941330559696284
12,7,Ralph Macchio,0.043021149345652085
12,7,Romeo,0.04169299856090464
12,8,Chelsea Kane,0.08683502231676035
12,8,Hines Ward,0.057637845197720305
12,8,Kirstie Alley,0.04867030632530339
12,8,Ralph Macchio,0.09574640146996888
12,8,Romeo,0.16152230630996517
12,9,Chelsea Kane,0.10394249217070878
12,9,Hines Ward,0.11114248515782552
12,9,Kirstie Alley,0.032001191249488026
12,9,Ralph Macchio,0.15659578898460946
12,10,Chelsea Kane,0.1046522491681886
12,10,Hines Ward,0.1277437410520204
12,10,Kirstie Alley,0.22028230509694258
13,1,Carson Kressley,0.0
13,1,Chaz Bono,0.0
13,1,Chynna Phillips,0.0
13,1,David Arquette,0.0
13,1,Elisabetta Canalis,0.0
13,1,Hope Solo,0.0
13,1,J.R. Martinez,0.0
13,1,Kristin Cavallari,0.0
13,1,Metta World Peace (Ron),0.0
13,1,Nancy Grace,0.0
13,1,Ricki Lake,0.0
13,1,Rob Kardashian,0.0
13,2,Carson Kressley,0.0
13,2,Chaz Bono,0.0
13,2,Chynna Phillips,0.0
13,2,David Arquette,0.0
13,2,Elisabetta Canalis,0.0
13,2,Hope Solo,0.0
13,2,J.R. Martinez,0.0
13,2,Kristin Cavallari,0.0
13,2,Nancy Grace,0.0
13,2,Ricki Lake,0.0
13,2,Rob Kardashian,0.0
13,3,Carson Kressley,0.0
13,3,Chaz Bono,0.0
13,3,Chynna Phillips,0.0
13,3,David Arquette,0.0
13,3,Hope Solo,0.0
13,3,J.R. Martinez,0.0
13,3,Kristin Cavallari,0.0
13,3,Nancy Grace,0.0
13,3,Ricki Lake,0.0
13,3,Rob Kardashian,0.0
13,4,Carson Kressley,0.0
13,4,Chaz Bono,0.0
13,4,Chynna Phillips,0.0
13,4,David Arquette,0.0
13,4,Hope Solo,0.0
13,4,J.R. Martinez,0.0
13,4,Nancy Grace,0.0
13,4,Ricki Lake,0.0
13,4,Rob Kardashian,0.0
13,5,Carson Kressley,0.0
13,5,Chaz Bono,0.0
13,5,David Arquette,0.0
13,5,Hope Solo,0.0
13,5,J.R. Martinez,0.0
13,5,Nancy Grace,0.0
13,5,Ricki Lake,0.0
13,5,Rob Kardashian,0.0
13,6,Chaz Bono,0.0
13,6,David Arquette,0.0
13,6,Hope Solo,0.0
13,6,J.R. Martinez,0.0
13,6,Nancy Grace,0.0
13,6,Ricki Lake,0.0
13,6,Rob Kardashian,0.0
13,7,David Arquette,0.0
13,7,Hope Solo,0.0
13,7,J.R. Martinez,0.0
13,7,Nancy Grace,0.0
13,7,Ricki Lake,0.0
13,7,Rob Kardashian,0.0
13,8,Hope Solo,0.0
13,8,J.R. Martinez,0.0
13,8,Nancy Grace,0.0
13,8,Ricki Lake,0.0
13,8,Rob Kardashian,0.0
13,9,Hope Solo,0.0
13,9,J.R. Martinez,0.0
13,9,Ricki Lake,0.0
13,9,Rob Kardashian,0.0
13,10,J.R. Martinez,0.0
13,10,Ricki Lake,0.0
13,10,Rob Kardashian,0.0
14,1,Donald Driver,0.0
14,1,Gavin DeGraw,0.0
14,1,Gladys Knight,0.0
14,1,Jack Wagner,0.0
14,1,Jaleel White,0.0
14,1,Katherine Jenkins,0.0
14,1,Maria Menounos,0.0
14,1,Martina Navratilova,0.0
14,1,Melissa Gilbert,0.0
14,1,Roshon Fegan,0.0
14,1,Sherri Sheperd,0.0
14,1,William Levy,0.0
14,2,Donald Driver,0.0
14,2,Gavin DeGraw,0.0
14,2,Gladys Knight,0.0
14,2,Jack Wagner,0.0
14,2,Jaleel White,0.0
14,2,Katherine Jenkins,0.0
14,2,Maria Menounos,0.0
14,2,Martina Navratilova,0.0
14,2,Melissa Gilbert,0.0
14,2,Roshon Fegan,0.0
14,2,Sherri Sheperd,0.0
14,2,William Levy,0.0
14,3,Donald Driver,0.0
14,3,Gavin DeGraw,0.0
14,3,Gladys Knight,0.0
14,3,Jack Wagner,0.0
14,3,Jaleel White,0.0
14,3,Katherine Jenkins,0.0
14,3,Maria Menounos,0.0
14,3,Melissa Gilbert,0.0
14,3,Roshon Fegan,0.0
14,3,Sherri Sheperd,0.0
14,3,William Levy,0.0
14,4,Donald Driver,0.0
14,4,Gavin DeGraw,0.0
14,4,Gladys Knight,0.0
14,4,Jaleel White,0.0
14,4,Katherine Jenkins,0.0
14,4,Maria Menounos,0.0
14,4,Melissa Gilbert,0.0
14,4,Roshon Fegan,0.0
14,4,Sherri Sheperd,0.0
14,4,William Levy,0.0
14,5,Donald Driver,0.0
14,5,Gavin DeGraw,0.0
14,5,Gladys Knight,0.0
14,5,Jaleel White,0.0
14,5,Katherine Jenkins,0.0
14,5,Maria Menounos,0.0
14,5,Melissa Gilbert,0.0
14,5,Roshon Fegan,0.0
14,5,William Levy,0.0
14,6,Donald Driver,0.0
14,6,Gladys Knight,0.0
14,6,Jaleel White,0.0
14,6,Katherine Jenkins,0.0
14,6,Maria Menounos,0.0
14,6,Melissa Gilbert,0.0
14,6,Roshon Fegan,0.0
14,6,William Levy,0.0
14,7,Donald Driver,0.0
14,7,Jaleel White,0.0
14,7,Katherine Jenkins,0.0
14,7,Maria Menounos,0.0
14,7,Melissa Gilbert,0.0
14,7,Roshon Fegan,0.0
14,7,William Levy,0.0
14,8,Donald Driver,0.0
14,8,Katherine Jenkins,0.0
14,8,Maria Menounos,0.0
14,8,Melissa Gilbert,0.0
14,8,Roshon Fegan,0.0
14,8,William Levy,0.0
14,9,Donald Driver,0.0
14,9,Katherine Jenkins,0.0
14,9,Maria Menounos,0.0
14,9,William Levy,0.0
14,10,Donald Driver,0.0
14,10,Katherine Jenkins,0.0
14,10,William Levy,0.0
15,1,Apolo Anton Ohno,0.06031055433177117
15,1,Bristol Palin,0.07561322304027768
15,1,Drew Lachey,0.06202155041965318
15,1,Emmitt Smith,0.07481272212584937
15,1,Gilles Marini,0.06511737333367695
15,1,Helio Castroneves,0.06507456238353808
15,1,Joey Fatone,0.07399426076094842
15,1,Kelly Monaco,0.09149473154165343
15,1,Kirstie Alley,0.06985560952527922
15,1,Melissa Rycroft,0.06266750472931432
15,1,Pamela Anderson,0.07327170948241904
15,1,Sabrina Bryan,0.07386820886973526
15,1,Shawn Johnson,0.07497006501183123
15,2,Apolo Anton Ohno,0.08434489271982645
15,2,Bristol Palin,0.0776122130163763
15,2,Drew Lachey,0.08680247148573825
15,2,Emmitt Smith,0.07924008212994611
15,2,Gilles Marini,0.07735539092252489
15,2,Helio Castroneves,0.07607070965073422
15,2,Joey Fatone,0.07075074739617666
15,2,Kelly Monaco,0.0934451847357969
15,2,Kirstie Alley,0.09119133793426293
15,2,Melissa Rycroft,0.07482484162110183
15,2,Sabrina Bryan,0.0681527906926403
15,2,Shawn Johnson,0.06860781672989753
15,3,Apolo Anton Ohno,0.08016234705607472
15,3,Bristol Palin,0.08537980950124219
15,3,Drew Lachey,0.08429106373298396
15,3,Emmitt Smith,0.07838533520006954
15,3,Gilles Marini,0.07083260386505814
15,3,Helio Castroneves,0.10662173937668612
15,3,Kelly Monaco,0.0671714980998959
15,3,Kirstie Alley,0.09287117704508611
15,3,Melissa Rycroft,0.08059371657186933
15,3,Sabrina Bryan,0.09783468816858329
15,3,Shawn Johnson,0.07649159816834303
15,4,Apolo Anton Ohno,0.08065387638958867
15,4,Bristol Palin,0.09624158603448613
15,4,Emmitt Smith,0.09858094495510358
15,4,Gilles Marini,0.10001145602452402
15,4,Kelly Monaco,0.09580036870414385
15,4,Kirstie Alley,0.08650189011126432
15,4,Melissa Rycroft,0.08950947319841887
15,4,Sabrina Bryan,0.09244687314999019
15,4,Shawn Johnson,0.08972011992539188
15,5,Apolo Anton Ohno,0.10583268673686766
15,5,Emmitt Smith,0.11724978526810836
15,5,Gilles Marini,0.10402429966355044
15,5,Kelly Monaco,0.09458041712808017
15,5,Kirstie Alley,0.09130013120119358
15,5,Melissa Rycroft,0.12313202005241906
15,5,Sabrina Bryan,0.09037523923241328
15,5,Shawn Johnson,0.12392506897998352
15,6,Apolo Anton Ohno,0.0963135623295156
15,6,Emmitt Smith,0.09010351459488668
15,6,Gilles Marini,0.10854661690463194
15,6,Kelly Monaco,0.104664935550149
15,6,Kirstie Alley,0.1215696793486769
15,6,Melissa Rycroft,0.0906090143171602
15,6,Sabrina Bryan,0.1419732102029323
15,6,Shawn Johnson,0.10672303794016269
15,7,Apolo Anton Ohno,0.13172412142394674
15,7,Emmitt Smith,0.09388890156117813
15,7,Gilles Marini,0.13780432735729772
15,7,Kelly Monaco,0.11282053231690489
15,7,Kirstie Alley,0.12369001047094301
15,7,Melissa Rycroft,0.1183431517397067
15,7,Shawn Johnson,0.13448616336106145
15,8,Apolo Anton Ohno,0.12349338891802687
15,8,Emmitt Smith,0.0922696971357346
15,8,Gilles Marini,0.13619609279438055
15,8,Kelly Monaco,0.12143684464361673
15,8,Kirstie Alley,0.16876078988741897
15,8,Melissa Rycroft,0.15043231786167893
15,8,Shawn Johnson,0.10272224423163887
15,9,Apolo Anton Ohno,0.18528117815159348
15,9,Emmitt Smith,0.24241149754945385
15,9,Kelly Monaco,0.1420031206497917
15,9,Melissa Rycroft,0.1586945774368032
15,9,Shawn Johnson,0.1441597871685818
15,10,Kelly Monaco,0.26711351042925036
15,10,Melissa Rycroft,0.16186584948810015
15,10,Shawn Johnson,0.2949569853081009
16,1,Alexandra Raisman,0.0
16,1,Andy Dick,0.0
16,1,D. L. Hughley,0.0
16,1,Dorothy Hamill,0.0
16,1,Ingo Rademacher,0.0
16,1,Jacoby Jones,0.0
16,1,Kellie Pickler,0.0
16,1,Lisa Vanderpump,0.0
16,1,Sean Lowe,0.0
16,1,Victor Ortiz,0.0
16,1,Wynonna Judd,0.0
16,1,Zendaya,0.0
16,2,Alexandra Raisman,0.0
16,2,Andy Dick,0.0
16,2,D. L. Hughley,0.0
16,2,Dorothy Hamill,0.0
16,2,Ingo Rademacher,0.0
16,2,Jacoby Jones,0.0
16,2,Kellie Pickler,0.0
16,2,Lisa Vanderpump,0.0
16,2,Sean Lowe,0.0
16,2,Victor Ortiz,0.0
16,2,Wynonna Judd,0.0
16,2,Zendaya,0.0
16,3,Alexandra Raisman,0.0
16,3,Andy Dick,0.0
16,3,D. L. Hughley,0.0
16,3,Ingo Rademacher,0.0
16,3,Jacoby Jones,0.0
16,3,Kellie Pickler,0.0
16,3,Lisa Vanderpump,0.0
16,3,Sean Lowe,0.0
16,3,Victor Ortiz,0.0
16,3,Wynonna Judd,0.0
16,3,Zendaya,0.0
16,4,Alexandra Raisman,0.0
16,4,Andy Dick,0.0
16,4,D. L. Hughley,0.0
16,4,Ingo Rademacher,0.0
16,4,Jacoby Jones,0.0
16,4,Kellie Pickler,0.0
16,4,Lisa Vanderpump,0.0
16,4,Sean Lowe,0.0
16,4,Victor Ortiz,0.0
16,4,Zendaya,0.0
16,5,Alexandra Raisman,0.0
16,5,Andy Dick,0.0
16,5,D. L. Hughley,0.0
16,5,Ingo Rademacher,0.0
16,5,Jacoby Jones,0.0
16,5,Kellie Pickler,0.0
16,5,Sean Lowe,0.0
16,5,Victor Ortiz,0.0
16,5,Zendaya,0.0
16,6,Alexandra Raisman,0.0
16,6,Andy Dick,0.0
16,6,Ingo Rademacher,0.0
16,6,Jacoby Jones,0.0
16,6,Kellie Pickler,0.0
16,6,Sean Lowe,0.0
16,6,Victor Ortiz,0.0
16,6,Zendaya,0.0
16,7,Alexandra Raisman,0.0
16,7,Andy Dick,0.0
16,7,Ingo Rademacher,0.0
16,7,Jacoby Jones,0.0
16,7,Kellie Pickler,0.0
16,7,Sean Lowe,0.0
16,7,Zendaya,0.0
16,8,Alexandra Raisman,0.0
16,8,Ingo Rademacher,0.0
16,8,Jacoby Jones,0.0
16,8,Kellie Pickler,0.0
16,8,Sean Lowe,0.0
16,8,Zendaya,0.0
16,9,Alexandra Raisman,0.0
16,9,Ingo Rademacher,0.0
16,9,Jacoby Jones,0.0
16,9,Kellie Pickler,0.0
16,9,Zendaya,0.0
16,10,Alexandra Raisman,0.0
16,10,Jacoby Jones,0.0
16,10,Kellie Pickler,0.0
16,10,Zendaya,0.0
17,1,Amber Riley,0.0
17,1,Bill Engvall,0.0
17,1,Bill Nye,0.0
17,1,Brant Daugherty,0.0
17,1,Christina Milian,0.0
17,1,Corbin Bleu,0.0
17,1,Elizabeth Berkley Lauren,0.0
17,1,Jack Osbourne,0.0
17,1,Keyshawn Johnson,0.0
17,1,Leah Remini,0.0
17,1,"Nicole ""Snooki"" Polizzi",0.0
17,1,Valerie Harper,0.0
17,2,Amber Riley,0.0
17,2,Bill Engvall,0.0
17,2,Bill Nye,0.0
17,2,Brant Daugherty,0.0
17,2,Christina Milian,0.0
17,2,Corbin Bleu,0.0
17,2,Elizabeth Berkley Lauren,0.0
17,2,Jack Osbourne,0.0
17,2,Keyshawn Johnson,0.0
17,2,Leah Remini,0.0
17,2,"Nicole ""Snooki"" Polizzi",0.0
17,2,Valerie Harper,0.0
17,3,Amber Riley,0.0
17,3,Bill Engvall,0.0
17,3,Bill Nye,0.0
17,3,Brant Daugherty,0.0
17,3,Christina Milian,0.0
17,3,Corbin Bleu,0.0
17,3,Elizabeth Berkley Lauren,0.0
17,3,Jack Osbourne,0.0
17,3,Leah Remini,0.0
17,3,"Nicole ""Snooki"" Polizzi",0.0
17,3,Valerie Harper,0.0
17,4,Amber Riley,0.0
17,4,Bill Engvall,0.0
17,4,Brant Daugherty,0.0
17,4,Christina Milian,0.0
17,4,Corbin Bleu,0.0
17,4,Elizabeth Berkley Lauren,0.0
17,4,Jack Osbourne,0.0
17,4,Leah Remini,0.0
17,4,"Nicole ""Snooki"" Polizzi",0.0
17,4,Valerie Harper,0.0
17,5,Amber Riley,0.0
17,5,Bill Engvall,0.0
17,5,Brant Daugherty,0.0
17,5,Christina Milian,0.0
17,5,Corbin Bleu,0.0
17,5,Elizabeth Berkley Lauren,0.0
17,5,Jack Osbourne,0.0
17,5,Leah Remini,0.0
17,5,"Nicole ""Snooki"" Polizzi",0.0
17,6,Amber Riley,0.0
17,6,Bill Engvall,0.0
17,6,Brant Daugherty,0.0
17,6,Corbin Bleu,0.0
17,6,Elizabeth Berkley Lauren,0.0
17,6,Jack Osbourne,0.0
17,6,Leah Remini,0.0
17,6,"Nicole ""Snooki"" Polizzi",0.0
17,7,Amber Riley,0.0
17,7,Bill Engvall,0.0
17,7,Brant Daugherty,0.0
17,7,Corbin Bleu,0.0
17,7,Elizabeth Berkley Lauren,0.0
17,7,Jack Osbourne,0.0
17,7,Leah Remini,0.0
17,7,"Nicole ""Snooki"" Polizzi",0.0
17,8,Amber Riley,0.0
17,8,Bill Engvall,0.0
17,8,Brant Daugherty,0.0
17,8,Corbin Bleu,0.0
17,8,Elizabeth Berkley Lauren,0.0
17,8,Jack Osbourne,0.0
17,8,Leah Remini,0.0
17,9,Amber Riley,0.0
17,9,Bill Engvall,0.0
17,9,Corbin Bleu,0.0
17,9,Elizabeth Berkley Lauren,0.0
17,9,Jack Osbourne,0.0
17,9,Leah Remini,0.0
17,10,Amber Riley,0.0
17,10,Bill Engvall,0.0
17,10,Corbin Bleu,0.0
17,10,Jack Osbourne,0.0
17,10,Leah Remini,0.0
17,11,Amber Riley,0.0
17,11,Bill Engvall,0.0
17,11,Corbin Bleu,0.0
17,11,Jack Osbourne,0.0
18,1,Amy Purdy,0.05912673595241713
18,1,Billy Dee Williams,0.04120331781664092
18,1,Candace Cameron Bure,0.056860251036934276
18,1,Charlie White,0.06030936638412797
18,1,Cody Simpson,0.07015505362260444
18,1,Danica McKellar,0.05835434422484712
18,1,Diana Nyad,0.07664757268634757
18,1,Drew Carey,0.056564752945726285
18,1,James Maslow,0.06735779631970736
18,1,Meryl Davis,0.044248592895033544
18,1,NeNe Leakes,0.06265234176551251
18,1,Sean Avery,0.06276880400512821
18,2,Amy Purdy,0.04669869018102931
18,2,Billy Dee Williams,0.06313443149563935
18,2,Candace Cameron Bure,0.07386946439006292
18,2,Charlie White,0.06326719637715646
18,2,Cody Simpson,0.06754430655708496
18,2,Danica McKellar,0.05916429638824546
18,2,Drew Carey,0.07137266883161687
18,2,James Maslow,0.0577778159504306
18,2,Meryl Davis,0.06180453234078047
18,2,NeNe Leakes,0.04844690816386593
18,2,Sean Avery,0.09466105641822178
18,3,Amy Purdy,0.07739047805196594
18,3,Candace Cameron Bure,0.056567404582529957
18,3,Charlie White,0.07131671101705134
18,3,Cody Simpson,0.07413507257147753
18,3,Danica McKellar,0.08944801115983654
18,3,Drew Carey,0.07054245867011466
18,3,James Maslow,0.09882971711467689
18,3,Meryl Davis,0.06820504681653064
18,3,NeNe Leakes,0.08773329046633394
18,4,Amy Purdy,0.06734766279088135
18,4,Candace Cameron Bure,0.06880962399691024
18,4,Charlie White,0.0726307787952711
18,4,Cody Simpson,0.10618952773465626
18,4,Danica McKellar,0.06750263978879634
18,4,Drew Carey,0.06046922839816988
18,4,James Maslow,0.09368571018847678
18,4,Meryl Davis,0.06586321176471817
18,4,NeNe Leakes,0.08445200044284826
18,5,Amy Purdy,0.0679463025869833
18,5,Candace Cameron Bure,0.06593798838371323
18,5,Charlie White,0.07007918985541053
18,5,Cody Simpson,0.1127550832868798
18,5,Danica McKellar,0.08239514957966612
18,5,Drew Carey,0.07861446424437338
18,5,James Maslow,0.08137792589561352
18,5,Meryl Davis,0.07073765574427322
18,5,NeNe Leakes,0.0668271253144639
18,6,Amy Purdy,0.07115222873842005
18,6,Candace Cameron Bure,0.08607372657930745
18,6,Charlie White,0.07951159437617404
18,6,Danica McKellar,0.07341262952803812
18,6,Drew Carey,0.12383897195749521
18,6,James Maslow,0.09311820502399387
18,6,Meryl Davis,0.083823963939649
18,6,NeNe Leakes,0.07499763637798681
18,7,Amy Purdy,0.08547957711160235
18,7,Candace Cameron Bure,0.11118508115931824
18,7,Charlie White,0.1033181624631426
18,7,Danica McKellar,0.08055445078855578
18,7,James Maslow,0.08760417185372593
18,7,Meryl Davis,0.11027739197993686
18,7,NeNe Leakes,0.14078698484114976
18,8,Amy Purdy,0.10235025400246328
18,8,Candace Cameron Bure,0.11082492595658558
18,8,Charlie White,0.09139505286673172
18,8,Danica McKellar,0.11707127209846077
18,8,James Maslow,0.07596910355612468
18,8,Meryl Davis,0.11127385366100812
18,9,Amy Purdy,0.13336032202122017
18,9,Candace Cameron Bure,0.09498523393284278
18,9,Charlie White,0.19475918222337296
18,9,James Maslow,0.10394610349215061
18,9,Meryl Davis,0.1366253850212653
18,10,Amy Purdy,0.1895463110014135
18,10,Candace Cameron Bure,0.15566265619332936
18,10,James Maslow,0.16112007009014495
18,10,Meryl Davis,0.1680377066437771
19,1,Alfonso Ribeiro,0.0
19,1,Antonio Sabato Jr.,0.0
19,1,Bethany Mota,0.0
19,1,Betsey Johnson,0.0
19,1,Janel Parrish,0.0
19,1,Jonathan Bennett,0.0
19,1,Lea Thompson,0.0
19,1,Lolo Jones,0.0
19,1,Michael Waltrip,0.0
19,1,Randy Couture,0.0
19,1,Sadie Robertson,0.0
19,1,Tavis Smiley,0.0
19,1,Tommy Chong,0.0
19,2,Alfonso Ribeiro,0.0
19,2,Antonio Sabato Jr.,0.0
19,2,Bethany Mota,0.0
19,2,Betsey Johnson,0.0
19,2,Janel Parrish,0.0
19,2,Jonathan Bennett,0.0
19,2,Lea Thompson,0.0
19,2,Michael Waltrip,0.0
19,2,Randy Couture,0.0
19,2,Sadie Robertson,0.0
19,2,Tavis Smiley,0.0
19,2,Tommy Chong,0.0
19,3,Alfonso Ribeiro,0.0
19,3,Antonio Sabato Jr.,0.0
19,3,Bethany Mota,0.0
19,3,Betsey Johnson,0.0
19,3,Janel Parrish,0.0
19,3,Jonathan Bennett,0.0
19,3,Lea Thompson,0.0
19,3,Michael Waltrip,0.0
19,3,Randy Couture,0.0
19,3,Sadie Robertson,0.0
19,3,Tommy Chong,0.0
19,4,Alfonso Ribeiro,0.0
19,4,Antonio Sabato Jr.,0.0
19,4,Bethany Mota,0.0
19,4,Betsey Johnson,0.0
19,4,Janel Parrish,0.0
19,4,Jonathan Bennett,0.0
19,4,Lea Thompson,0.0
19,4,Michael Waltrip,0.0
19,4,Sadie Robertson,0.0
19,4,Tommy Chong,0.0
19,5,Alfonso Ribeiro,0.0
19,5,Antonio Sabato Jr.,0.0
19,5,Bethany Mota,0.0
19,5,Janel Parrish,0.0
19,5,Jonathan Bennett,0.0
19,5,Lea Thompson,0.0
19,5,Michael Waltrip,0.0
19,5,Sadie Robertson,0.0
19,5,Tommy Chong,0.0
19,6,Alfonso Ribeiro,0.0
19,6,Antonio Sabato Jr.,0.0
19,6,Bethany Mota,0.0
19,6,Janel Parrish,0.0
19,6,Jonathan Bennett,0.0
19,6,Lea Thompson,0.0
19,6,Michael Waltrip,0.0
19,6,Sadie Robertson,0.0
19,6,Tommy Chong,0.0
19,7,Alfonso Ribeiro,0.0
19,7,Antonio Sabato Jr.,0.0
19,7,Bethany Mota,0.0
19,7,Janel Parrish,0.0
19,7,Lea Thompson,0.0
19,7,Michael Waltrip,0.0
19,7,Sadie Robertson,0.0
19,7,Tommy Chong,0.0
19,8,Alfonso Ribeiro,0.0
19,8,Bethany Mota,0.0
19,8,Janel Parrish,0.0
19,8,Lea Thompson,0.0
19,8,Michael Waltrip,0.0
19,8,Sadie Robertson,0.0
19,8,Tommy Chong,0.0
19,9,Alfonso Ribeiro,0.0
19,9,Bethany Mota,0.0
19,9,Janel Parrish,0.0
19,9,Lea Thompson,0.0
19,9,Sadie Robertson,0.0
19,9,Tommy Chong,0.0
19,10,Alfonso Ribeiro,0.0
19,10,Bethany Mota,0.0
19,10,Janel Parrish,0.0
19,10,Sadie Robertson,0.0
19,10,Tommy Chong,0.0
19,11,Alfonso Ribeiro,0.0
19,11,Bethany Mota,0.0
19,11,Janel Parrish,0.0
19,11,Sadie Robertson,0.0
20,1,Charlotte McKinney,0.0
20,1,Chris Soules,0.0
20,1,Michael Sam,0.0
20,1,Nastia Liukin,0.0
20,1,Noah Galloway,0.0
20,1,Patti LaBelle,0.0
20,1,Redfoo,0.0
20,1,Riker Lynch,0.0
20,1,Robert Herjavec,0.0
20,1,Rumer Willis,0.0
20,1,Suzanne Somers,0.0
20,1,Willow Shields,0.0
20,2,Charlotte McKinney,0.0
20,2,Chris Soules,0.0
20,2,Michael Sam,0.0
20,2,Nastia Liukin,0.0
20,2,Noah Galloway,0.0
20,2,Patti LaBelle,0.0
20,2,Redfoo,0.0
20,2,Riker Lynch,0.0
20,2,Robert Herjavec,0.0
20,2,Rumer Willis,0.0
20,2,Suzanne Somers,0.0
20,2,Willow Shields,0.0
20,3,Charlotte McKinney,0.0
20,3,Chris Soules,0.0
20,3,Michael Sam,0.0
20,3,Nastia Liukin,0.0
20,3,Noah Galloway,0.0
20,3,Patti LaBelle,0.0
20,3,Riker Lynch,0.0
20,3,Robert Herjavec,0.0
20,3,Rumer Willis,0.0
20,3,Suzanne Somers,0.0
20,3,Willow Shields,0.0
20,4,Chris Soules,0.0
20,4,Michael Sam,0.0
20,4,Nastia Liukin,0.0
20,4,Noah Galloway,0.0
20,4,Patti LaBelle,0.0
20,4,Riker Lynch,0.0
20,4,Robert Herjavec,0.0
20,4,Rumer Willis,0.0
20,4,Suzanne Somers,0.0
20,4,Willow Shields,0.0
20,5,Chris Soules,0.0
20,5,Nastia Liukin,0.0
20,5,Noah Galloway,0.0
20,5,Patti LaBelle,0.0
20,5,Riker Lynch,0.0
20,5,Robert Herjavec,0.0
20,5,Rumer Willis,0.0
20,5,Suzanne Somers,0.0
20,5,Willow Shields,0.0
20,6,Chris Soules,0.0
20,6,Nastia Liukin,0.0
20,6,Noah Galloway,0.0
20,6,Patti LaBelle,0.0
20,6,Riker Lynch,0.0
20,6,Robert Herjavec,0.0
20,6,Rumer Willis,0.0
20,6,Willow Shields,0.0
20,7,Chris Soules,0.0
20,7,Nastia Liukin,0.0
20,7,Noah Galloway,0.0
20,7,Riker Lynch,0.0
20,7,Robert Herjavec,0.0
20,7,Rumer Willis,0.0
20,7,Willow Shields,0.0
20,8,Chris Soules,0.0
20,8,Nastia Liukin,0.0
20,8,Noah Galloway,0.0
20,8,Riker Lynch,0.0
20,8,Robert Herjavec,0.0
20,8,Rumer Willis,0.0
20,9,Nastia Liukin,0.0
20,9,Noah Galloway,0.0
20,9,Riker Lynch,0.0
20,9,Rumer Willis,0.0
20,10,Noah Galloway,0.0
20,10,Riker Lynch,0.0
20,10,Rumer Willis,0.0
21,1,Alek Skarlatos,0.08435033564906273
21,1,Alexa PenaVega,0.10131209836302175
21,1,Andy Grammer,0.07959927729875606
21,1,Bindi Irwin,0.09220899413334543
21,1,Carlos PenaVega,0.1002888414358018
21,1,Chaka Khan,0.10208420859155376
21,1,Gary Busey,0.09191913371442384
21,1,Hayes Grier,0.0874384438464343
21,1,Kim Zolciak-Biermann,0.10629600898983976
21,1,Nick Carter,0.10430472983768813
21,1,Paula Deen,0.08874113970332179
21,1,Tamar Braxton,0.09462789457962562
21,1,Victor Espinoza,0.08235503270916072
21,2,Alek Skarlatos,0.08818636360355779
21,2,Alexa PenaVega,0.0874000341202696
21,2,Andy Grammer,0.08786230802138124
21,2,Bindi Irwin,0.08375904629932002
21,2,Carlos PenaVega,0.08235763118550157
21,2,Chaka Khan,0.10942668360271013
21,2,Gary Busey,0.0905115270568775
