season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week
10,6,Chad Ochocinco,0.148,3,0
10,6,Pamela Anderson,0.144,4,0
10,6,Evan Lysacek,0.129,5,0
10,6,Niecy Nash,0.124,6,0
10,6,Jake Pavelka,0.12,7,1
10,7,Evan Lysacek,0.174,1,0
10,7,Nicole Scherzinger,0.174,1,0
10,7,Chad Ochocinco,0.167,3,0
10,7,Erin Andrews,0.164,4,0
10,7,Pamela Anderson,0.164,4,1
10,7,Niecy Nash,0.158,6,0
10,8,Nicole Scherzinger,0.233,1,0
10,8,Erin Andrews,0.209,2,0
10,8,Evan Lysacek,0.209,2,0
10,8,Chad Ochocinco,0.178,4,0
10,8,Niecy Nash,0.17,5,1
10,9,Evan Lysacek,0.261,1,0
10,9,Nicole Scherzinger,0.261,1,0
10,9,Erin Andrews,0.248,3,0
10,9,Chad Ochocinco,0.23,4,1
10,10,Nicole Scherzinger,0.348,1,0
10,10,Erin Andrews,0.327,2,0
10,10,Evan Lysacek,0.325,3,0
11,1,Jennifer Grey,0.106,1,0
11,1,Brandy,0.101,2,0
11,1,Kyle Massey,0.101,2,0
11,1,Rick Fox,0.097,4,0
11,1,Audrina Patridge,0.084,5,0
11,1,Kurt Warner,0.084,5,0
11,1,Bristol Palin,0.079,7,0
11,1,Florence Henderson,0.079,7,0
11,1,Michael Bolton,0.07,9,0
11,1,David Hasselhoff,0.066,10,1
11,1,Margaret Cho,0.066,10,0
11,1,The Situation,0.066,10,0
11,2,Jennifer Grey,0.109,1,0
11,2,Audrina Patridge,0.104,2,0
11,2,Bristol Palin,0.1,3,0
11,2,Kyle Massey,0.1,3,0
11,2,Brandy,0.095,5,0
11,2,Kurt Warner,0.095,5,0
11,2,Rick Fox,0.095,5,0
11,2,Florence Henderson,0.086,8,0
11,2,Margaret Cho,0.081,9,0
11,2,The Situation,0.081,9,0
11,2,Michael Bolton,0.054,11,1
11,3,Audrina Patridge,0.118,1,0
11,3,Brandy,0.109,2,0
11,3,Jennifer Grey,0.109,2,0
11,3,Rick Fox,0.109,2,0
11,3,Kurt Warner,0.104,5,0
11,3,Kyle Massey,0.104,5,0
11,3,Florence Henderson,0.09,7,0
11,3,The Situation,0.09,7,0
11,3,Bristol Palin,0.086,9,0
11,3,Margaret Cho,0.081,10,1
11,4,Jennifer Grey,0.156,1,0
11,4,Brandy,0.134,2,0
11,4,Audrina Patridge,0.128,3,0
11,4,Kyle Massey,0.112,4,0
11,4,Rick Fox,0.109,5,0
11,4,Florence Henderson,0.098,6,0
11,4,Kurt Warner,0.095,7,0
11,4,Bristol Palin,0.089,8,0
11,4,The Situation,0.078,9,1
11,5,Brandy,0.148,1,0
11,5,Jennifer Grey,0.137,2,0
11,5,Kurt Warner,0.132,3,0
11,5,Rick Fox,0.132,3,0
11,5,Audrina Patridge,0.126,5,0
11,5,Florence Henderson,0.115,6,1
11,5,Kyle Massey,0.11,7,0
11,5,Bristol Palin,0.099,8,0
11,6,Brandy,0.174,1,0
11,6,Audrina Patridge,0.155,2,1
11,6,Rick Fox,0.145,3,0
11,6,Kyle Massey,0.145,4,0
11,6,Jennifer Grey,0.14,5,0
11,6,Bristol Palin,0.135,6,0
11,6,Kurt Warner,0.106,7,0
11,7,Brandy,0.175,1,0
11,7,Jennifer Grey,0.175,1,0
11,7,Kurt Warner,0.168,3,0
11,7,Rick Fox,0.165,4,1
11,7,Kyle Massey,0.161,5,0
11,7,Bristol Palin,0.156,6,0
11,8,Brandy,0.215,1,0
11,8,Jennifer Grey,0.215,1,0
11,8,Kyle Massey,0.211,3,0
11,8,Kurt Warner,0.181,4,1
11,8,Bristol Palin,0.177,5,0
11,9,Jennifer Grey,0.263,1,0
11,9,Kyle Massey,0.254,2,0
11,9,Brandy,0.25,3,1
11,9,Bristol Palin,0.232,4,0
11,10,Jennifer Grey,0.361,1,0
11,10,Kyle Massey,0.329,2,0
11,10,Bristol Palin,0.309,3,0
12,1,Ralph Macchio,0.116,1,0
12,1,Kirstie Alley,0.111,2,0
12,1,Chelsea Kane,0.101,3,0
12,1,Hines Ward,0.101,3,0
12,1,Chris Jericho,0.092,5,0
12,1,Romeo,0.092,5,0
12,1,Kendra Wilkinson,0.087,7,0
12,1,Petra Nemcova,0.087,7,0
12,1,Sugar Ray Leonard,0.082,9,0
12,1,Wendy Williams,0.068,10,0
12,1,Mike Catherwood,0.063,11,0
12,2,Chris Jericho,0.106,1,0
12,2,Hines Ward,0.106,1,0
12,2,Romeo,0.106,1,0
12,2,Ralph Macchio,0.097,4,0
12,2,Kirstie Alley,0.093,5,0
12,2,Kendra Wilkinson,0.088,6,0
12,2,Chelsea Kane,0.083,7,0
12,2,Petra Nemcova,0.083,7,0
12,2,Mike Catherwood,0.079,9,1
12,2,Sugar Ray Leonard,0.079,9,0
12,2,Wendy Williams,0.079,9,0
12,3,Hines Ward,0.117,1,0
12,3,Petra Nemcova,0.117,1,0
12,3,Chelsea Kane,0.107,3,0
12,3,Kendra Wilkinson,0.107,3,0
12,3,Chris Jericho,0.098,5,0
12,3,Kirstie Alley,0.098,5,0
12,3,Ralph Macchio,0.098,5,0
12,3,Romeo,0.093,8,0
12,3,Sugar Ray Leonard,0.093,8,0
12,3,Wendy Williams,0.07,10,1
12,4,Chelsea Kane,0.126,1,0
12,4,Hines Ward,0.121,2,0
12,4,Ralph Macchio,0.121,2,0
12,4,Chris Jericho,0.112,4,0
12,4,Petra Nemcova,0.112,4,0
12,4,Romeo,0.112,4,0
12,4,Kirstie Alley,0.107,7,0
12,4,Sugar Ray Leonard,0.102,8,1
12,4,Kendra Wilkinson,0.087,9,0
12,5,Hines Ward,0.139,1,0
12,5,Chelsea Kane,0.134,2,0
12,5,Chris Jericho,0.134,2,0
12,5,Romeo,0.134,2,0
12,5,Kirstie Alley,0.119,5,0
12,5,Kendra Wilkinson,0.113,6,0
12,5,Petra Nemcova,0.113,6,1
12,5,Ralph Macchio,0.113,6,0
12,6,Chelsea Kane,0.156,1,0
12,6,Romeo,0.156,1,0
12,6,Hines Ward,0.15,3,0
12,6,Kirstie Alley,0.144,4,0
12,6,Kendra Wilkinson,0.139,5,0
12,6,Ralph Macchio,0.133,6,0
12,6,Chris Jericho,0.122,7,1
12,7,Hines Ward,0.175,1,0
12,7,Ralph Macchio,0.175,1,0
12,7,Chelsea Kane,0.17,3,0
12,7,Kendra Wilkinson,0.162,4,1
12,7,Kirstie Alley,0.159,5,0
12,7,Romeo,0.159,5,0
12,8,Chelsea Kane,0.212,1,0
12,8,Hines Ward,0.208,2,0
12,8,Kirstie Alley,0.204,3,0
12,8,Romeo,0.2,4,1
12,8,Ralph Macchio,0.177,5,0
12,9,Chelsea Kane,0.311,1,0
12,9,Hines Ward,0.255,2,0
12,9,Kirstie Alley,0.23,3,0
12,9,Ralph Macchio,0.204,4,1
12,10,Chelsea Kane,0.34,1,0
12,10,Hines Ward,0.34,1,0
12,10,Kirstie Alley,0.321,3,0
13,1,Chynna Phillips,0.101,1,0
13,1,J.R. Martinez,0.101,1,0
13,1,Hope Solo,0.097,3,0
13,1,Ricki Lake,0.092,4,0
13,1,Kristin Cavallari,0.088,5,0
13,1,David Arquette,0.083,6,0
13,1,Carson Kressley,0.078,7,0
13,1,Chaz Bono,0.078,7,0
13,1,Nancy Grace,0.074,9,0
13,1,Rob Kardashian,0.074,9,0
13,1,Elisabetta Canalis,0.069,11,0
13,1,Metta World Peace (Ron),0.065,12,1
13,2,Ricki Lake,0.103,1,0
13,2,J.R. Martinez,0.099,2,0
13,2,Kristin Cavallari,0.099,2,0
13,2,Chynna Phillips,0.094,4,0
13,2,Elisabetta Canalis,0.094,4,1
13,2,Nancy Grace,0.094,4,0
13,2,Rob Kardashian,0.094,4,0
13,2,Hope Solo,0.085,8,0
13,2,Carson Kressley,0.081,9,0
13,2,David Arquette,0.081,9,0
13,2,Chaz Bono,0.076,11,0
13,3,Ricki Lake,0.114,1,0
13,3,Chynna Phillips,0.11,2,0
13,3,J.R. Martinez,0.11,2,0
13,3,David Arquette,0.101,4,0
13,3,Hope Solo,0.101,4,0
13,3,Kristin Cavallari,0.101,4,1
13,3,Rob Kardashian,0.101,4,0
13,3,Carson Kressley,0.097,8,0
13,3,Nancy Grace,0.089,9,0
13,3,Chaz Bono,0.076,10,0
13,4,Ricki Lake,0.139,1,0
13,4,J.R. Martinez,0.124,2,0
13,4,Hope Solo,0.115,3,0
13,4,Rob Kardashian,0.115,3,0
13,4,David Arquette,0.11,5,0
13,4,Chaz Bono,0.1,6,0
13,4,Chynna Phillips,0.1,6,1
13,4,Nancy Grace,0.1,6,0
13,4,Carson Kressley,0.096,9,0
13,5,J.R. Martinez,0.149,1,0
13,5,David Arquette,0.133,2,0
13,5,Rob Kardashian,0.133,2,0
13,5,Hope Solo,0.128,4,0
13,5,Ricki Lake,0.128,4,0
13,5,Nancy Grace,0.117,6,0
13,5,Chaz Bono,0.112,7,0
13,5,Carson Kressley,0.101,8,1
13,6,J.R. Martinez,0.175,1,0
13,6,Ricki Lake,0.175,1,0
13,6,Nancy Grace,0.145,3,0
13,6,David Arquette,0.139,4,0
13,6,Rob Kardashian,0.133,5,0
13,6,Hope Solo,0.12,6,0
13,6,Chaz Bono,0.114,7,1
13,7,Ricki Lake,0.181,1,0
13,7,Rob Kardashian,0.174,2,0
13,7,Hope Solo,0.171,3,0
13,7,J.R. Martinez,0.164,4,0
13,7,David Arquette,0.16,5,1
13,7,Nancy Grace,0.15,6,0
13,8,J.R. Martinez,0.232,1,0
13,8,Hope Solo,0.201,2,0
13,8,Ricki Lake,0.201,2,0
13,8,Rob Kardashian,0.197,4,0
13,8,Nancy Grace,0.17,5,1
13,9,Ricki Lake,0.283,1,0
13,9,Rob Kardashian,0.274,2,0
13,9,J.R. Martinez,0.236,3,0
13,9,Hope Solo,0.207,4,1
13,10,Rob Kardashian,0.335,1,0
13,10,J.R. Martinez,0.333,2,0
13,10,Ricki Lake,0.331,3,0
14,1,Jaleel White,0.096,1,0
14,1,Katherine Jenkins,0.096,1,0
14,1,William Levy,0.089,3,0
14,1,Gladys Knight,0.085,4,0
14,1,Jack Wagner,0.085,4,0
14,1,Roshon Fegan,0.085,4,0
14,1,Sherri Sheperd,0.085,4,0
14,1,Donald Driver,0.078,8,0
14,1,Maria Menounos,0.078,8,0
14,1,Gavin DeGraw,0.074,10,0
14,1,Martina Navratilova,0.074,10,0
14,1,Melissa Gilbert,0.074,10,0
14,2,Katherine Jenkins,0.097,1,0
14,2,Roshon Fegan,0.097,1,0
14,2,Maria Menounos,0.093,3,0
14,2,William Levy,0.093,3,0
14,2,Donald Driver,0.089,5,0
14,2,Sherri Sheperd,0.086,6,0
14,2,Jaleel White,0.082,7,0
14,2,Gavin DeGraw,0.078,8,0
14,2,Jack Wagner,0.078,8,0
14,2,Melissa Gilbert,0.074,10,0
14,2,Gladys Knight,0.071,11,0
14,2,Martina Navratilova,0.063,12,1
14,3,Katherine Jenkins,0.104,1,0
14,3,William Levy,0.1,2,0
14,3,Maria Menounos,0.096,3,0
14,3,Donald Driver,0.093,4,0
14,3,Jaleel White,0.089,5,0
14,3,Roshon Fegan,0.089,5,0
14,3,Gavin DeGraw,0.086,7,0
14,3,Gladys Knight,0.086,7,0
14,3,Jack Wagner,0.086,7,1
14,3,Melissa Gilbert,0.086,7,0
14,3,Sherri Sheperd,0.086,7,0
14,4,Donald Driver,0.116,1,0
14,4,Maria Menounos,0.112,2,0
14,4,Roshon Fegan,0.112,2,0
14,4,Katherine Jenkins,0.103,4,0
14,4,Gavin DeGraw,0.099,5,0
14,4,Jaleel White,0.094,6,0
14,4,Melissa Gilbert,0.094,6,0
14,4,William Levy,0.094,6,0
14,4,Sherri Sheperd,0.09,9,1
14,4,Gladys Knight,0.086,10,0
14,5,Katherine Jenkins,0.129,1,0
14,5,William Levy,0.129,1,0
14,5,Donald Driver,0.121,3,0
14,5,Maria Menounos,0.121,3,0
14,5,Roshon Fegan,0.116,5,0
14,5,Jaleel White,0.107,6,0
14,5,Gladys Knight,0.098,7,0
14,5,Melissa Gilbert,0.094,8,0
14,5,Gavin DeGraw,0.085,9,1
14,6,Katherine Jenkins,0.151,1,0
14,6,Jaleel White,0.143,2,0
14,6,William Levy,0.14,3,0
14,6,Donald Driver,0.132,4,0
14,6,Melissa Gilbert,0.116,5,0
14,6,Maria Menounos,0.116,6,0
14,6,Roshon Fegan,0.109,7,0
14,6,Gladys Knight,0.093,8,1
14,7,Maria Menounos,0.155,1,0
14,7,Katherine Jenkins,0.147,2,0
14,7,Donald Driver,0.144,3,0
14,7,William Levy,0.144,3,0
14,7,Roshon Fegan,0.142,5,0
14,7,Jaleel White,0.139,6,1
14,7,Melissa Gilbert,0.128,7,0
14,8,William Levy,0.174,1,0
14,8,Roshon Fegan,0.171,2,1
14,8,Donald Driver,0.168,3,0
14,8,Katherine Jenkins,0.168,3,0
14,8,Maria Menounos,0.162,5,0
14,8,Melissa Gilbert,0.156,6,1
14,9,Maria Menounos,0.257,1,1
14,9,William Levy,0.252,2,0
14,9,Donald Driver,0.248,3,0
14,9,Katherine Jenkins,0.243,4,0
14,10,Katherine Jenkins,0.336,1,0
14,10,Donald Driver,0.332,2,0
14,10,William Levy,0.332,2,0
15,1,Emmitt Smith,0.089,1,0
15,1,Gilles Marini,0.087,2,0
15,1,Sabrina Bryan,0.081,3,0
15,1,Apolo Anton Ohno,0.08,4,0
15,1,Shawn Johnson,0.08,4,0
15,1,Drew Lachey,0.078,6,0
15,1,Helio Castroneves,0.078,6,0
15,1,Kelly Monaco,0.078,6,0
15,1,Melissa Rycroft,0.076,9,0
15,1,Joey Fatone,0.074,10,0
15,1,Bristol Palin,0.071,11,0
15,1,Kirstie Alley,0.069,12,0
15,1,Pamela Anderson,0.061,13,1
15,2,Sabrina Bryan,0.094,1,0
15,2,Gilles Marini,0.092,2,0
15,2,Shawn Johnson,0.091,3,0
15,2,Apolo Anton Ohno,0.089,4,0
15,2,Melissa Rycroft,0.085,5,0
15,2,Helio Castroneves,0.083,6,0
15,2,Drew Lachey,0.082,7,0
15,2,Emmitt Smith,0.082,7,0
15,2,Joey Fatone,0.082,7,1
15,2,Kelly Monaco,0.08,10,0
15,2,Kirstie Alley,0.076,11,0
15,2,Bristol Palin,0.065,12,0
15,3,Kelly Monaco,0.097,1,0
15,3,Melissa Rycroft,0.097,1,0
15,3,Shawn Johnson,0.095,3,0
15,3,Apolo Anton Ohno,0.092,4,0
15,3,Gilles Marini,0.092,4,0
15,3,Helio Castroneves,0.092,4,1
15,3,Sabrina Bryan,0.092,4,0
15,3,Emmitt Smith,0.09,8,0
15,3,Drew Lachey,0.086,9,1
15,3,Kirstie Alley,0.086,9,0
15,3,Bristol Palin,0.081,11,0
15,4,Gilles Marini,0.123,1,0
15,4,Shawn Johnson,0.123,1,0
15,4,Kelly Monaco,0.117,3,0
15,4,Melissa Rycroft,0.115,4,0
15,4,Emmitt Smith,0.112,5,0
15,4,Sabrina Bryan,0.11,6,0
15,4,Apolo Anton Ohno,0.107,7,0
15,4,Bristol Palin,0.1,8,1
15,4,Kirstie Alley,0.093,9,0
15,5,Sabrina Bryan,0.132,1,0
15,5,Apolo Anton Ohno,0.127,2,0
15,5,Gilles Marini,0.127,2,0
15,5,Melissa Rycroft,0.127,2,0
15,5,Shawn Johnson,0.127,2,0
15,5,Emmitt Smith,0.126,6,0
15,5,Kirstie Alley,0.118,7,0
15,5,Kelly Monaco,0.116,8,0
15,6,Apolo Anton Ohno,0.133,1,0
15,6,Sabrina Bryan,0.133,1,1
15,6,Melissa Rycroft,0.131,3,0
15,6,Shawn Johnson,0.124,4,0
15,6,Gilles Marini,0.122,5,0
15,6,Kirstie Alley,0.122,5,0
15,6,Kelly Monaco,0.119,7,0
15,6,Emmitt Smith,0.117,8,0
15,7,Melissa Rycroft,0.161,1,0
15,7,Shawn Johnson,0.157,2,0
15,7,Kelly Monaco,0.149,3,0
15,7,Emmitt Smith,0.143,4,0
15,7,Gilles Marini,0.138,5,0
15,7,Apolo Anton Ohno,0.136,6,0
15,7,Kirstie Alley,0.116,7,0
15,8,Melissa Rycroft,0.151,1,0
15,8,Apolo Anton Ohno,0.147,2,0
15,8,Gilles Marini,0.147,2,1
15,8,Emmitt Smith,0.146,4,0
15,8,Kelly Monaco,0.142,5,0
15,8,Shawn Johnson,0.14,6,0
15,8,Kirstie Alley,0.128,7,1
15,9,Shawn Johnson,0.209,1,0
15,9,Melissa Rycroft,0.204,2,0
15,9,Apolo Anton Ohno,0.203,3,1
15,9,Kelly Monaco,0.192,4,0
15,9,Emmitt Smith,0.191,5,1
15,10,Melissa Rycroft,0.336,1,0
15,10,Kelly Monaco,0.333,2,0
15,10,Shawn Johnson,0.331,3,0
16,1,Zendaya,0.105,1,0
16,1,Alexandra Raisman,0.092,2,0
16,1,Dorothy Hamill,0.092,2,0
16,1,Kellie Pickler,0.092,2,0
16,1,Ingo Rademacher,0.087,5,0
16,1,Jacoby Jones,0.087,5,0
16,1,Sean Lowe,0.083,7,0
16,1,Lisa Vanderpump,0.079,8,0
16,1,Victor Ortiz,0.079,8,0
16,1,Wynonna Judd,0.079,8,0
16,1,Andy Dick,0.074,11,0
16,1,D. L. Hughley,0.052,12,0
16,2,Kellie Pickler,0.107,1,0
16,2,Zendaya,0.107,1,0
16,2,Alexandra Raisman,0.098,3,0
16,2,Jacoby Jones,0.094,4,0
16,2,Andy Dick,0.082,5,0
16,2,Ingo Rademacher,0.082,5,0
16,2,Sean Lowe,0.082,5,0
16,2,Lisa Vanderpump,0.074,8,0
16,2,Victor Ortiz,0.074,8,0
16,2,Wynonna Judd,0.074,8,0
16,2,D. L. Hughley,0.066,11,0
16,2,Dorothy Hamill,0.061,12,1
16,3,Jacoby Jones,0.111,1,0
16,3,Zendaya,0.111,1,0
16,3,Kellie Pickler,0.106,3,0
16,3,Alexandra Raisman,0.098,4,0
16,3,Victor Ortiz,0.098,4,0
16,3,Ingo Rademacher,0.089,6,0
16,3,Lisa Vanderpump,0.089,6,0
16,3,Sean Lowe,0.089,6,0
16,3,Andy Dick,0.077,9,0
16,3,D. L. Hughley,0.068,10,0
16,3,Wynonna Judd,0.064,11,1
16,4,Alexandra Raisman,0.121,1,0
16,4,Kellie Pickler,0.116,2,0
16,4,Zendaya,0.116,2,0
16,4,Jacoby Jones,0.107,4,0
16,4,Ingo Rademacher,0.103,5,0
16,4,Andy Dick,0.094,6,0
16,4,D. L. Hughley,0.094,6,0
16,4,Sean Lowe,0.089,8,0
16,4,Lisa Vanderpump,0.08,9,1
16,4,Victor Ortiz,0.08,9,0
16,5,Zendaya,0.139,1,0
16,5,Kellie Pickler,0.129,2,0
16,5,Jacoby Jones,0.124,3,0
16,5,Alexandra Raisman,0.12,4,0
16,5,Sean Lowe,0.115,5,0
16,5,Ingo Rademacher,0.1,6,0
16,5,Victor Ortiz,0.1,6,0
16,5,Andy Dick,0.086,8,0
16,5,D. L. Hughley,0.086,8,1
16,6,Kellie Pickler,0.143,1,0
16,6,Alexandra Raisman,0.138,2,0
16,6,Zendaya,0.135,3,0
16,6,Ingo Rademacher,0.122,4,0
16,6,Sean Lowe,0.122,4,0
16,6,Jacoby Jones,0.119,6,0
16,6,Andy Dick,0.114,7,0
16,6,Victor Ortiz,0.106,8,1
16,7,Alexandra Raisman,0.174,1,0
16,7,Zendaya,0.163,2,0
16,7,Kellie Pickler,0.158,3,0
16,7,Jacoby Jones,0.147,4,0
16,7,Ingo Rademacher,0.136,5,0
16,7,Sean Lowe,0.13,6,0
16,7,Andy Dick,0.092,7,1
16,8,Zendaya,0.186,1,0
16,8,Alexandra Raisman,0.18,2,0
16,8,Kellie Pickler,0.177,3,0
16,8,Jacoby Jones,0.167,4,0
16,8,Ingo Rademacher,0.154,5,0
16,8,Sean Lowe,0.135,6,1
16,9,Alexandra Raisman,0.209,1,0
16,9,Jacoby Jones,0.209,1,0
16,9,Kellie Pickler,0.206,3,0
16,9,Zendaya,0.195,4,0
16,9,Ingo Rademacher,0.181,5,1
16,10,Kellie Pickler,0.256,1,0
16,10,Zendaya,0.256,1,0
16,10,Alexandra Raisman,0.248,3,1
16,10,Jacoby Jones,0.239,4,0
17,1,Amber Riley,0.105,1,0
17,1,Corbin Bleu,0.094,2,0
17,1,Elizabeth Berkley Lauren,0.094,2,0
17,1,Jack Osbourne,0.09,4,0
17,1,"Nicole ""Snooki"" Polizzi",0.09,4,0
17,1,Brant Daugherty,0.086,6,0
17,1,Christina Milian,0.086,6,0
17,1,Leah Remini,0.082,8,0
17,1,Valerie Harper,0.082,8,0
17,1,Bill Engvall,0.07,10,0
17,1,Keyshawn Johnson,0.066,11,0
17,1,Bill Nye,0.055,12,0
17,2,Corbin Bleu,0.098,1,0
17,2,Christina Milian,0.094,2,0
17,2,Elizabeth Berkley Lauren,0.094,2,0
17,2,Amber Riley,0.09,4,0
17,2,Jack Osbourne,0.09,4,0
17,2,Leah Remini,0.09,4,0
17,2,Brant Daugherty,0.086,7,0
17,2,Bill Engvall,0.079,8,0
17,2,"Nicole ""Snooki"" Polizzi",0.075,9,0
17,2,Valerie Harper,0.071,10,0
17,2,Keyshawn Johnson,0.068,11,1
17,2,Bill Nye,0.064,12,0
17,3,Brant Daugherty,0.106,1,0
17,3,Christina Milian,0.102,2,0
17,3,Corbin Bleu,0.102,2,0
17,3,Elizabeth Berkley Lauren,0.098,4,0
17,3,"Nicole ""Snooki"" Polizzi",0.098,4,0
17,3,Amber Riley,0.094,6,0
17,3,Bill Engvall,0.094,6,0
17,3,Leah Remini,0.094,6,0
17,3,Jack Osbourne,0.086,9,0
17,3,Bill Nye,0.063,10,1
17,3,Valerie Harper,0.063,10,0
17,4,Amber Riley,0.114,1,0
17,4,Corbin Bleu,0.114,1,0
17,4,Elizabeth Berkley Lauren,0.114,1,0
17,4,Christina Milian,0.101,4,0
17,4,Jack Osbourne,0.101,4,0
17,4,Leah Remini,0.101,4,0
17,4,"Nicole ""Snooki"" Polizzi",0.101,4,0
17,4,Bill Engvall,0.089,8,0
17,4,Brant Daugherty,0.089,8,0
17,4,Valerie Harper,0.076,10,1
17,5,Christina Milian,0.119,1,1
17,5,Corbin Bleu,0.119,1,0
17,5,Brant Daugherty,0.115,3,0
17,5,Jack Osbourne,0.115,3,0
17,5,"Nicole ""Snooki"" Polizzi",0.115,3,0
17,5,Amber Riley,0.111,6,0
17,5,Elizabeth Berkley Lauren,0.111,6,0
17,5,Bill Engvall,0.102,8,0
17,5,Leah Remini,0.094,9,0
17,6,Amber Riley,0.139,1,0
17,6,Elizabeth Berkley Lauren,0.139,2,0
17,6,Brant Daugherty,0.134,3,0
17,6,"Nicole ""Snooki"" Polizzi",0.13,4,0
17,6,Leah Remini,0.121,5,0
17,6,Corbin Bleu,0.117,6,0
17,6,Jack Osbourne,0.117,7,0
17,6,Bill Engvall,0.104,8,0
17,7,Amber Riley,0.133,1,0
17,7,Corbin Bleu,0.133,1,0
17,7,Brant Daugherty,0.129,3,0
17,7,Jack Osbourne,0.129,3,0
17,7,Elizabeth Berkley Lauren,0.122,5,0
17,7,"Nicole ""Snooki"" Polizzi",0.122,5,1
17,7,Leah Remini,0.12,7,0
17,7,Bill Engvall,0.113,8,0
17,8,Corbin Bleu,0.156,1,0
17,8,Jack Osbourne,0.156,1,0
17,8,Amber Riley,0.146,3,0
17,8,Leah Remini,0.146,3,0
17,8,Brant Daugherty,0.141,5,1
17,8,Elizabeth Berkley Lauren,0.13,6,0
17,8,Bill Engvall,0.125,7,0
17,9,Corbin Bleu,0.184,1,0
17,9,Elizabeth Berkley Lauren,0.178,2,1
17,9,Jack Osbourne,0.171,3,0
17,9,Leah Remini,0.171,3,0
17,9,Amber Riley,0.162,5,0
17,9,Bill Engvall,0.133,6,0
17,10,Amber Riley,0.226,1,0
17,10,Corbin Bleu,0.214,2,0
17,10,Jack Osbourne,0.203,3,0
17,10,Leah Remini,0.186,4,1
17,10,Bill Engvall,0.171,5,0
17,11,Amber Riley,0.274,1,0
17,11,Corbin Bleu,0.259,2,0
17,11,Jack Osbourne,0.245,3,0
17,11,Bill Engvall,0.223,4,1
18,1,Charlie White,0.103,1,0
18,1,Candace Cameron Bure,0.095,2,0
18,1,Amy Purdy,0.092,3,0
18,1,Danica McKellar,0.092,3,0
18,1,Meryl Davis,0.092,3,0
18,1,Cody Simpson,0.084,6,0
18,1,Drew Carey,0.08,7,0
18,1,James Maslow,0.08,7,0
18,1,NeNe Leakes,0.08,7,0
18,1,Sean Avery,0.076,10,0
18,1,Diana Nyad,0.069,11,1
18,1,Billy Dee Williams,0.057,12,0
18,2,Charlie White,0.102,1,0
18,2,James Maslow,0.102,1,0
18,2,Meryl Davis,0.102,1,0
18,2,Amy Purdy,0.098,4,0
18,2,Danica McKellar,0.098,4,0
18,2,Cody Simpson,0.09,6,0
18,2,Candace Cameron Bure,0.086,7,0
18,2,Drew Carey,0.086,7,0
18,2,NeNe Leakes,0.086,7,0
18,2,Sean Avery,0.086,7,1
18,2,Billy Dee Williams,0.061,11,1
18,3,Meryl Davis,0.125,1,0
18,3,Amy Purdy,0.116,2,0
18,3,Charlie White,0.116,2,0
18,3,Danica McKellar,0.116,2,0
18,3,James Maslow,0.116,2,0
18,3,Cody Simpson,0.113,6,0
18,3,Candace Cameron Bure,0.103,7,0
18,3,NeNe Leakes,0.1,8,0
18,3,Drew Carey,0.096,9,0
18,4,Meryl Davis,0.131,1,0
18,4,James Maslow,0.118,2,0
18,4,Amy Purdy,0.114,3,0
18,4,Charlie White,0.111,4,0
18,4,Drew Carey,0.111,4,0
18,4,Danica McKellar,0.108,6,0
18,4,NeNe Leakes,0.108,6,0
18,4,Cody Simpson,0.104,8,0
18,4,Candace Cameron Bure,0.094,9,0
18,5,James Maslow,0.124,1,0
18,5,Danica McKellar,0.121,2,0
18,5,Amy Purdy,0.115,3,0
18,5,Charlie White,0.115,3,0
18,5,Meryl Davis,0.112,5,0
18,5,NeNe Leakes,0.112,5,0
18,5,Candace Cameron Bure,0.109,7,0
18,5,Cody Simpson,0.106,8,1
18,5,Drew Carey,0.087,9,0
18,6,Meryl Davis,0.142,1,0
18,6,Amy Purdy,0.135,2,0
18,6,Charlie White,0.128,3,0
18,6,Danica McKellar,0.128,3,0
18,6,James Maslow,0.124,5,0
18,6,NeNe Leakes,0.117,6,0
18,6,Candace Cameron Bure,0.113,7,0
18,6,Drew Carey,0.113,7,1
18,7,Meryl Davis,0.154,1,0
18,7,Amy Purdy,0.148,2,0
18,7,Candace Cameron Bure,0.146,3,0
18,7,Danica McKellar,0.142,4,0
18,7,Charlie White,0.14,5,0
18,7,James Maslow,0.138,6,0
18,7,NeNe Leakes,0.13,7,1
18,8,Amy Purdy,0.177,1,0
18,8,Charlie White,0.177,1,0
18,8,Danica McKellar,0.168,3,1
18,8,Candace Cameron Bure,0.159,4,0
18,8,James Maslow,0.159,4,0
18,8,Meryl Davis,0.159,4,0
18,9,Meryl Davis,0.209,1,0
18,9,Amy Purdy,0.204,2,0
18,9,Charlie White,0.199,3,1
18,9,James Maslow,0.199,3,0
18,9,Candace Cameron Bure,0.188,5,0
18,10,Meryl Davis,0.262,1,0
18,10,Amy Purdy,0.259,2,0
18,10,James Maslow,0.253,3,1
18,10,Candace Cameron Bure,0.227,4,0
19,1,Alfonso Ribeiro,0.097,1,0
19,1,Sadie Robertson,0.091,2,0
19,1,Bethany Mota,0.086,3,0
19,1,Lea Thompson,0.086,3,0
19,1,Randy Couture,0.083,5,0
19,1,Jonathan Bennett,0.081,6,0
19,1,Janel Parrish,0.078,7,0
19,1,Tavis Smiley,0.078,7,0
19,1,Tommy Chong,0.073,9,0
19,1,Antonio Sabato Jr.,0.067,10,0
