season,week,celebrity_name,judge_percent,judge_rank,fan_vote_percent,fan_vote_rank,total_percent,total_rank
8,1,Ty Murray,0.058,12,0.078,6,0.136,18
8,1,Steve Wozniak,0.053,13,0.079,2,0.132,15
8,2,Gilles Marini,0.102,1,0.079,5,0.181,6
8,2,Melissa Rycroft,0.098,2,0.079,3,0.177,5
8,2,Shawn Johnson,0.091,3,0.079,4,0.17,7
8,2,Lil' Kim,0.087,4,0.078,7,0.165,11
8,2,Denise Richards,0.079,5,0.069,12,0.148,17
8,2,Chuck Wicks,0.075,6,0.078,8,0.153,14
8,2,Lawrence Taylor,0.075,6,0.078,9,0.153,15
8,2,Ty Murray,0.075,6,0.079,6,0.154,12
8,2,Belinda Carlisle,0.068,9,0.067,13,0.135,22
8,2,Holly Madison,0.068,9,0.075,11,0.143,20
8,2,David Alan Grier,0.064,11,0.076,10,0.14,21
8,2,Steve Wozniak,0.064,11,0.08,2,0.144,13
8,2,Steve-O,0.053,13,0.082,1,0.135,14
8,3,Gilles Marini,0.106,1,0.087,4,0.193,5
8,3,Melissa Rycroft,0.106,1,0.087,3,0.193,4
8,3,Shawn Johnson,0.106,1,0.087,5,0.193,6
8,3,Lil' Kim,0.098,4,0.085,7,0.183,11
8,3,David Alan Grier,0.094,5,0.081,10,0.175,15
8,3,Chuck Wicks,0.091,6,0.085,8,0.176,14
8,3,Ty Murray,0.091,6,0.086,6,0.177,12
8,3,Lawrence Taylor,0.079,8,0.085,9,0.164,17
8,3,Holly Madison,0.067,9,0.078,11,0.145,20
8,3,Denise Richards,0.063,10,0.065,12,0.128,22
8,3,Steve-O,0.059,11,0.087,2,0.146,13
8,3,Steve Wozniak,0.039,12,0.089,1,0.128,13
8,4,Gilles Marini,0.124,1,0.096,2,0.22,3
8,4,Melissa Rycroft,0.12,2,0.096,1,0.216,3
8,4,Lil' Kim,0.112,3,0.093,6,0.205,9
8,4,Shawn Johnson,0.103,4,0.096,3,0.199,7
8,4,Ty Murray,0.103,4,0.094,4,0.197,8
8,4,Chuck Wicks,0.091,6,0.093,7,0.184,13
8,4,David Alan Grier,0.091,6,0.084,9,0.175,15
8,4,Lawrence Taylor,0.079,8,0.092,8,0.171,16
8,4,Holly Madison,0.066,9,0.077,11,0.143,20
8,4,Steve-O,0.062,10,0.094,5,0.156,15
8,4,Steve Wozniak,0.05,11,0.084,10,0.134,21
8,5,Gilles Marini,0.138,1,0.118,2,0.256,3
8,5,Lil' Kim,0.124,2,0.111,6,0.235,8
8,5,Shawn Johnson,0.124,2,0.118,3,0.242,5
8,5,Melissa Rycroft,0.119,4,0.118,1,0.237,5
8,5,Chuck Wicks,0.11,5,0.11,7,0.22,12
8,5,David Alan Grier,0.105,6,0.093,9,0.198,15
8,5,Ty Murray,0.1,7,0.113,4,0.213,11
8,5,Lawrence Taylor,0.095,8,0.108,8,0.203,16
8,5,Steve-O,0.086,9,0.112,5,0.198,14
8,6,Lil' Kim,0.151,1,0.122,5,0.273,6
8,6,Melissa Rycroft,0.145,2,0.134,2,0.279,4
8,6,Gilles Marini,0.14,3,0.134,3,0.274,6
8,6,Shawn Johnson,0.14,3,0.134,1,0.274,4
8,6,Chuck Wicks,0.124,5,0.12,6,0.244,11
8,6,Lawrence Taylor,0.118,6,0.116,7,0.234,13
8,6,Ty Murray,0.097,7,0.126,4,0.223,11
8,6,Steve-O,0.086,8,0.114,8,0.2,16
8,7,Melissa Rycroft,0.159,1,0.158,2,0.317,3
8,7,Shawn Johnson,0.154,2,0.158,1,0.312,3
8,7,Chuck Wicks,0.148,3,0.13,6,0.278,9
8,7,Gilles Marini,0.148,3,0.158,3,0.306,6
8,7,Lil' Kim,0.143,5,0.134,5,0.277,10
8,7,Ty Murray,0.132,6,0.141,4,0.273,10
8,7,Lawrence Taylor,0.115,7,0.122,7,0.237,14
8,8,Lil' Kim,0.179,1,0.144,5,0.323,6
8,8,Gilles Marini,0.176,2,0.187,3,0.363,5
8,8,Shawn Johnson,0.167,3,0.187,1,0.354,4
8,8,Ty Murray,0.167,3,0.157,4,0.324,7
8,8,Chuck Wicks,0.163,5,0.137,6,0.3,11
8,8,Melissa Rycroft,0.147,6,0.187,2,0.334,8
8,9,Melissa Rycroft,0.213,1,0.225,2,0.438,3
8,9,Gilles Marini,0.21,2,0.225,3,0.435,5
8,9,Shawn Johnson,0.21,2,0.225,1,0.435,3
8,9,Lil' Kim,0.195,4,0.15,5,0.345,9
8,9,Ty Murray,0.172,5,0.173,4,0.345,9
8,10,Gilles Marini,0.274,1,0.273,2,0.547,3
8,10,Shawn Johnson,0.256,2,0.273,1,0.529,3
8,10,Melissa Rycroft,0.251,3,0.273,3,0.524,6
8,10,Ty Murray,0.219,4,0.181,4,0.4,8
8,11,Shawn Johnson,0.343,1,0.333,1,0.676,2
8,11,Gilles Marini,0.331,2,0.333,2,0.664,4
8,11,Melissa Rycroft,0.326,3,0.333,3,0.659,6
9,1,Joanna Krupa,0.084,1,0.064,4,0.148,5
9,1,Aaron Carter,0.079,2,0.064,5,0.143,7
9,1,Mya,0.076,3,0.065,2,0.141,5
9,1,Kelly Osbourne,0.076,4,0.065,1,0.141,5
9,1,Donny Osmond,0.074,5,0.065,3,0.139,8
9,1,Mark Dacascos,0.071,6,0.064,7,0.135,13
9,1,Louie Vito,0.067,7,0.064,8,0.131,15
9,1,Natalie Coughlin,0.067,7,0.064,9,0.131,16
9,1,Melissa Joan Hart,0.059,9,0.064,10,0.123,19
9,1,Chuck Liddell,0.054,10,0.063,11,0.117,21
9,1,Debi Mazar,0.054,10,0.061,14,0.115,24
9,1,Kathy Ireland,0.049,12,0.061,13,0.11,25
9,1,Tom DeLay,0.049,12,0.062,12,0.111,24
9,1,Michael Irvin,0.047,14,0.064,6,0.111,20
9,1,Ashley Hamiliton,0.047,15,0.054,15,0.101,30
9,1,Macy Gray,0.047,15,0.054,16,0.101,31
9,2,Aaron Carter,0.092,1,0.073,5,0.165,6
9,2,Mya,0.092,1,0.074,2,0.166,3
9,2,Donny Osmond,0.085,3,0.074,3,0.159,6
9,2,Debi Mazar,0.071,4,0.067,14,0.138,18
9,2,Mark Dacascos,0.071,4,0.072,7,0.143,11
9,2,Natalie Coughlin,0.071,4,0.072,9,0.143,13
9,2,Joanna Krupa,0.068,7,0.073,4,0.141,11
9,2,Michael Irvin,0.068,7,0.073,6,0.141,13
9,2,Chuck Liddell,0.065,9,0.071,11,0.136,20
9,2,Kelly Osbourne,0.065,9,0.074,1,0.139,10
9,2,Louie Vito,0.065,9,0.072,8,0.137,17
9,2,Melissa Joan Hart,0.065,9,0.072,10,0.137,19
9,2,Kathy Ireland,0.061,13,0.067,13,0.128,26
9,2,Tom DeLay,0.061,13,0.068,12,0.129,25
9,3,Mya,0.105,1,0.081,2,0.186,3
9,3,Natalie Coughlin,0.101,2,0.077,9,0.178,11
9,3,Joanna Krupa,0.089,3,0.079,4,0.168,7
9,3,Aaron Carter,0.081,4,0.079,5,0.16,9
9,3,Donny Osmond,0.081,4,0.081,3,0.162,7
9,3,Kelly Osbourne,0.078,6,0.081,1,0.159,7
9,3,Louie Vito,0.078,6,0.077,8,0.155,14
9,3,Melissa Joan Hart,0.074,8,0.077,10,0.151,18
9,3,Mark Dacascos,0.07,9,0.078,7,0.148,16
9,3,Chuck Liddell,0.066,10,0.075,11,0.141,21
9,3,Debi Mazar,0.066,10,0.067,13,0.133,23
9,3,Tom DeLay,0.058,12,0.068,12,0.126,24
9,3,Michael Irvin,0.054,13,0.079,6,0.133,19
9,4,Melissa Joan Hart,0.116,1,0.087,10,0.203,11
9,4,Mya,0.116,1,0.097,1,0.213,2
9,4,Joanna Krupa,0.107,3,0.093,4,0.2,7
9,4,Donny Osmond,0.099,4,0.097,3,0.196,7
9,4,Natalie Coughlin,0.099,4,0.087,9,0.186,13
9,4,Kelly Osbourne,0.095,6,0.097,2,0.192,8
9,4,Mark Dacascos,0.091,7,0.089,7,0.18,14
9,4,Aaron Carter,0.074,8,0.092,5,0.166,13
9,4,Chuck Liddell,0.07,9,0.084,11,0.154,20
9,4,Louie Vito,0.066,10,0.088,8,0.154,18
9,4,Michael Irvin,0.066,10,0.09,6,0.156,16
9,5,Donny Osmond,0.12,1,0.111,3,0.231,4
9,5,Mya,0.112,2,0.111,2,0.223,4
9,5,Mark Dacascos,0.107,3,0.095,7,0.202,10
9,5,Aaron Carter,0.099,4,0.101,5,0.2,9
9,5,Joanna Krupa,0.099,4,0.103,4,0.202,8
9,5,Kelly Osbourne,0.099,4,0.111,1,0.21,5
9,5,Melissa Joan Hart,0.095,7,0.091,10,0.186,17
9,5,Louie Vito,0.091,8,0.091,8,0.182,16
9,5,Natalie Coughlin,0.091,8,0.091,8,0.182,16
9,5,Michael Irvin,0.087,10,0.095,6,0.182,16
9,6,Joanna Krupa,0.138,1,0.115,4,0.253,5
9,6,Mya,0.127,2,0.131,2,0.258,4
9,6,Aaron Carter,0.127,3,0.112,5,0.239,8
9,6,Mark Dacascos,0.123,4,0.099,7,0.222,11
9,6,Donny Osmond,0.119,5,0.131,1,0.25,6
9,6,Kelly Osbourne,0.096,6,0.131,3,0.227,9
9,6,Louie Vito,0.092,7,0.091,8,0.183,15
9,6,Melissa Joan Hart,0.092,8,0.09,9,0.182,17
9,6,Michael Irvin,0.085,9,0.099,6,0.184,15
9,7,Joanna Krupa,0.157,1,0.14,4,0.297,5
9,7,Aaron Carter,0.151,2,0.133,5,0.284,7
9,7,Donny Osmond,0.148,3,0.171,1,0.319,4
9,7,Kelly Osbourne,0.148,3,0.171,3,0.319,6
9,7,Mya,0.14,5,0.171,2,0.311,7
9,7,Michael Irvin,0.134,6,0.107,6,0.241,12
9,7,Mark Dacascos,0.123,7,0.107,7,0.23,14
9,8,Mya,0.225,1,0.225,2,0.45,3
9,8,Joanna Krupa,0.198,2,0.169,4,0.367,6
9,8,Kelly Osbourne,0.195,3,0.225,3,0.42,6
9,8,Aaron Carter,0.191,4,0.156,5,0.347,9
9,8,Donny Osmond,0.191,4,0.225,1,0.416,5
9,9,Mya,0.272,1,0.274,3,0.546,4
9,9,Joanna Krupa,0.253,2,0.179,4,0.432,6
9,9,Kelly Osbourne,0.244,3,0.274,2,0.518,5
9,9,Donny Osmond,0.231,4,0.274,1,0.505,5
9,10,Donny Osmond,0.351,1,0.333,1,0.684,2
9,10,Mya,0.343,2,0.333,3,0.676,5
9,10,Kelly Osbourne,0.306,3,0.333,2,0.639,5
10,1,Nicole Scherzinger,0.12,1,0.093,3,0.213,4
10,1,Evan Lysacek,0.11,2,0.093,4,0.203,6
10,1,Erin Andrews,0.1,3,0.093,2,0.193,5
10,1,Pamela Anderson,0.1,3,0.092,7,0.192,10
10,1,Jake Pavelka,0.096,5,0.091,8,0.187,13
10,1,Chad Ochocinco,0.086,6,0.092,5,0.178,11
10,1,Niecy Nash,0.086,6,0.092,6,0.178,12
10,1,Shannen Doherty,0.086,6,0.075,11,0.161,17
10,1,Kate Gosselin,0.077,9,0.091,9,0.168,18
10,1,Aiden Turner,0.072,10,0.09,10,0.162,20
10,1,Buzz Aldrin,0.067,11,0.098,1,0.165,12
10,2,Nicole Scherzinger,0.127,1,0.094,4,0.221,5
10,2,Evan Lysacek,0.109,2,0.094,3,0.203,5
10,2,Erin Andrews,0.105,3,0.094,2,0.199,5
10,2,Pamela Anderson,0.1,4,0.092,7,0.192,11
10,2,Niecy Nash,0.095,5,0.093,6,0.188,11
10,2,Jake Pavelka,0.091,6,0.092,8,0.183,14
10,2,Shannen Doherty,0.091,6,0.066,11,0.157,17
10,2,Aiden Turner,0.086,8,0.089,10,0.175,18
10,2,Chad Ochocinco,0.073,9,0.093,5,0.166,14
10,2,Kate Gosselin,0.068,10,0.091,9,0.159,19
10,2,Buzz Aldrin,0.055,11,0.102,1,0.157,12
10,3,Evan Lysacek,0.128,1,0.103,2,0.231,3
10,3,Erin Andrews,0.113,2,0.103,1,0.216,3
10,3,Nicole Scherzinger,0.113,2,0.103,3,0.216,5
10,3,Jake Pavelka,0.103,4,0.098,8,0.201,12
10,3,Niecy Nash,0.103,4,0.1,5,0.203,9
10,3,Pamela Anderson,0.103,4,0.1,6,0.203,10
10,3,Aiden Turner,0.099,7,0.094,10,0.193,17
10,3,Chad Ochocinco,0.099,7,0.101,4,0.2,11
10,3,Kate Gosselin,0.074,9,0.097,9,0.171,18
10,3,Buzz Aldrin,0.064,10,0.099,7,0.163,17
10,4,Evan Lysacek,0.14,1,0.118,1,0.258,2
10,4,Nicole Scherzinger,0.135,2,0.118,3,0.253,5
10,4,Pamela Anderson,0.127,3,0.11,6,0.237,9
10,4,Chad Ochocinco,0.119,4,0.113,4,0.232,8
10,4,Erin Andrews,0.105,5,0.118,2,0.223,7
10,4,Jake Pavelka,0.102,6,0.108,7,0.21,13
10,4,Niecy Nash,0.097,7,0.112,5,0.209,12
10,4,Aiden Turner,0.089,8,0.1,9,0.189,17
10,4,Kate Gosselin,0.086,9,0.105,8,0.191,17
10,5,Nicole Scherzinger,0.168,1,0.135,3,0.303,4
10,5,Evan Lysacek,0.156,2,0.135,1,0.291,3
10,5,Jake Pavelka,0.133,3,0.116,7,0.249,10
10,5,Erin Andrews,0.127,4,0.135,2,0.262,6
10,5,Pamela Anderson,0.121,5,0.12,6,0.241,11
10,5,Chad Ochocinco,0.104,6,0.125,4,0.229,10
10,5,Niecy Nash,0.104,6,0.123,5,0.227,11
10,5,Kate Gosselin,0.087,8,0.11,8,0.197,16
10,6,Nicole Scherzinger,0.172,1,0.158,2,0.33,3
10,6,Erin Andrews,0.163,2,0.158,3,0.321,5
10,6,Chad Ochocinco,0.148,3,0.14,4,0.288,7
10,6,Pamela Anderson,0.144,4,0.13,6,0.274,10
10,6,Evan Lysacek,0.129,5,0.158,1,0.287,6
10,6,Niecy Nash,0.124,6,0.135,5,0.259,11
10,6,Jake Pavelka,0.12,7,0.122,7,0.242,14
10,7,Evan Lysacek,0.174,1,0.187,1,0.361,2
10,7,Nicole Scherzinger,0.174,1,0.187,2,0.361,3
10,7,Chad Ochocinco,0.167,3,0.155,4,0.322,7
10,7,Erin Andrews,0.164,4,0.187,3,0.351,7
10,7,Pamela Anderson,0.164,4,0.137,6,0.301,10
10,7,Niecy Nash,0.158,6,0.147,5,0.305,11
10,8,Nicole Scherzinger,0.233,1,0.225,1,0.458,2
10,8,Erin Andrews,0.209,2,0.225,2,0.434,4
10,8,Evan Lysacek,0.209,2,0.225,3,0.434,5
10,8,Chad Ochocinco,0.178,4,0.169,4,0.347,8
10,8,Niecy Nash,0.17,5,0.155,5,0.325,10
10,9,Evan Lysacek,0.261,1,0.274,3,0.535,4
10,9,Nicole Scherzinger,0.261,1,0.274,1,0.535,2
10,9,Erin Andrews,0.248,3,0.274,2,0.522,5
10,9,Chad Ochocinco,0.23,4,0.179,4,0.409,8
10,10,Nicole Scherzinger,0.348,1,0.333,1,0.681,2
10,10,Erin Andrews,0.327,2,0.333,2,0.66,4
10,10,Evan Lysacek,0.325,3,0.333,3,0.658,6
11,1,Jennifer Grey,0.106,1,0.086,2,0.192,3
11,1,Brandy,0.101,2,0.085,5,0.186,7
11,1,Kyle Massey,0.101,2,0.086,1,0.187,3
11,1,Rick Fox,0.097,4,0.085,6,0.182,10
11,1,Audrina Patridge,0.084,5,0.084,8,0.168,13
11,1,Kurt Warner,0.084,5,0.086,4,0.17,9
11,1,Bristol Palin,0.079,7,0.086,3,0.165,10
11,1,Florence Henderson,0.079,7,0.084,7,0.163,14
11,1,Michael Bolton,0.07,9,0.079,11,0.149,20
11,1,David Hasselhoff,0.066,10,0.074,12,0.14,22
11,1,Margaret Cho,0.066,10,0.082,10,0.148,20
11,1,The Situation,0.066,10,0.083,9,0.149,19
11,2,Jennifer Grey,0.109,1,0.094,2,0.203,3
11,2,Audrina Patridge,0.104,2,0.09,8,0.194,10
11,2,Bristol Palin,0.1,3,0.094,3,0.194,6
11,2,Kyle Massey,0.1,3,0.094,1,0.194,4
11,2,Brandy,0.095,5,0.093,5,0.188,10
11,2,Kurt Warner,0.095,5,0.094,4,0.189,9
11,2,Rick Fox,0.095,5,0.092,6,0.187,11
11,2,Florence Henderson,0.086,8,0.091,7,0.177,15
11,2,Margaret Cho,0.081,9,0.087,10,0.168,19
11,2,The Situation,0.081,9,0.089,9,0.17,18
11,2,Michael Bolton,0.054,11,0.083,11,0.137,22
11,3,Audrina Patridge,0.118,1,0.097,8,0.215,9
11,3,Brandy,0.109,2,0.102,5,0.211,7
11,3,Jennifer Grey,0.109,2,0.104,1,0.213,3
11,3,Rick Fox,0.109,2,0.101,6,0.21,8
11,3,Kurt Warner,0.104,5,0.104,4,0.208,9
11,3,Kyle Massey,0.104,5,0.104,3,0.208,8
11,3,Florence Henderson,0.09,7,0.098,7,0.188,14
11,3,The Situation,0.09,7,0.095,9,0.185,16
11,3,Bristol Palin,0.086,9,0.104,2,0.19,11
11,3,Margaret Cho,0.081,10,0.091,10,0.172,20
11,4,Jennifer Grey,0.156,1,0.118,3,0.274,4
11,4,Brandy,0.134,2,0.113,5,0.247,7
11,4,Audrina Patridge,0.128,3,0.103,8,0.231,11
11,4,Kyle Massey,0.112,4,0.118,2,0.23,6
11,4,Rick Fox,0.109,5,0.11,6,0.219,11
11,4,Florence Henderson,0.098,6,0.105,7,0.203,13
11,4,Kurt Warner,0.095,7,0.116,4,0.211,11
11,4,Bristol Palin,0.089,8,0.118,1,0.207,9
11,4,The Situation,0.078,9,0.1,9,0.178,18
11,5,Brandy,0.148,1,0.126,5,0.274,6
11,5,Jennifer Grey,0.137,2,0.135,3,0.272,5
11,5,Kurt Warner,0.132,3,0.132,4,0.264,7
11,5,Rick Fox,0.132,3,0.12,6,0.252,9
11,5,Audrina Patridge,0.126,5,0.106,8,0.232,13
11,5,Florence Henderson,0.115,6,0.11,7,0.225,13
11,5,Kyle Massey,0.11,7,0.135,2,0.245,9
11,5,Bristol Palin,0.099,8,0.135,1,0.234,9
11,6,Brandy,0.174,1,0.14,5,0.314,6
11,6,Audrina Patridge,0.155,2,0.103,7,0.258,9
11,6,Rick Fox,0.145,3,0.13,6,0.275,9
11,6,Kyle Massey,0.145,4,0.158,3,0.303,7
11,6,Jennifer Grey,0.14,5,0.158,2,0.298,7
11,6,Bristol Palin,0.135,6,0.158,1,0.293,7
11,6,Kurt Warner,0.106,7,0.152,4,0.258,11
11,7,Brandy,0.175,1,0.153,5,0.328,6
11,7,Jennifer Grey,0.175,1,0.185,1,0.36,2
11,7,Kurt Warner,0.168,3,0.155,4,0.323,7
11,7,Rick Fox,0.165,4,0.135,6,0.3,10
11,7,Kyle Massey,0.161,5,0.185,3,0.346,8
11,7,Bristol Palin,0.156,6,0.185,2,0.341,8
11,8,Brandy,0.215,1,0.168,4,0.383,5
11,8,Jennifer Grey,0.215,1,0.224,2,0.439,3
11,8,Kyle Massey,0.211,3,0.224,1,0.435,4
11,8,Kurt Warner,0.181,4,0.161,5,0.342,9
11,8,Bristol Palin,0.177,5,0.224,3,0.401,8
11,9,Jennifer Grey,0.263,1,0.274,1,0.537,2
11,9,Kyle Massey,0.254,2,0.274,2,0.528,4
11,9,Brandy,0.25,3,0.179,4,0.429,7
11,9,Bristol Palin,0.232,4,0.274,3,0.506,7
11,10,Jennifer Grey,0.361,1,0.333,3,0.694,4
11,10,Kyle Massey,0.329,2,0.333,2,0.662,4
11,10,Bristol Palin,0.309,3,0.333,1,0.642,4
12,1,Ralph Macchio,0.116,1,0.092,4,0.208,5
12,1,Kirstie Alley,0.111,2,0.093,2,0.204,4
12,1,Chelsea Kane,0.101,3,0.093,3,0.194,6
12,1,Hines Ward,0.101,3,0.093,1,0.194,4
12,1,Chris Jericho,0.092,5,0.091,7,0.183,12
12,1,Romeo,0.092,5,0.092,6,0.184,11
12,1,Kendra Wilkinson,0.087,7,0.092,5,0.179,12
12,1,Petra Nemcova,0.087,7,0.091,8,0.178,15
12,1,Sugar Ray Leonard,0.082,9,0.089,9,0.171,18
12,1,Wendy Williams,0.068,10,0.088,10,0.156,20
12,1,Mike Catherwood,0.063,11,0.086,11,0.149,22
12,2,Chris Jericho,0.106,1,0.091,7,0.197,8
12,2,Hines Ward,0.106,1,0.094,2,0.2,3
12,2,Romeo,0.106,1,0.092,6,0.198,7
12,2,Ralph Macchio,0.097,4,0.093,4,0.19,8
12,2,Kirstie Alley,0.093,5,0.094,1,0.187,6
12,2,Kendra Wilkinson,0.088,6,0.093,5,0.181,11
12,2,Chelsea Kane,0.083,7,0.094,3,0.177,10
12,2,Petra Nemcova,0.083,7,0.091,8,0.174,15
12,2,Mike Catherwood,0.079,9,0.083,11,0.162,20
12,2,Sugar Ray Leonard,0.079,9,0.089,9,0.168,18
12,2,Wendy Williams,0.079,9,0.087,10,0.166,19
12,3,Hines Ward,0.117,1,0.104,3,0.221,4
12,3,Petra Nemcova,0.117,1,0.098,8,0.215,9
12,3,Chelsea Kane,0.107,3,0.104,2,0.211,5
12,3,Kendra Wilkinson,0.107,3,0.102,5,0.209,8
12,3,Chris Jericho,0.098,5,0.099,7,0.197,12
12,3,Kirstie Alley,0.098,5,0.104,1,0.202,6
12,3,Ralph Macchio,0.098,5,0.102,4,0.2,9
12,3,Romeo,0.093,8,0.101,6,0.194,14
12,3,Sugar Ray Leonard,0.093,8,0.094,9,0.187,17
12,3,Wendy Williams,0.07,10,0.091,10,0.161,20
12,4,Chelsea Kane,0.126,1,0.118,2,0.244,3
12,4,Hines Ward,0.121,2,0.118,3,0.239,5
12,4,Ralph Macchio,0.121,2,0.113,4,0.234,6
12,4,Chris Jericho,0.112,4,0.108,7,0.22,11
12,4,Petra Nemcova,0.112,4,0.105,8,0.217,12
12,4,Romeo,0.112,4,0.111,6,0.223,10
12,4,Kirstie Alley,0.107,7,0.118,1,0.225,8
12,4,Sugar Ray Leonard,0.102,8,0.097,9,0.199,17
12,4,Kendra Wilkinson,0.087,9,0.112,5,0.199,14
12,5,Hines Ward,0.139,1,0.135,3,0.274,4
12,5,Chelsea Kane,0.134,2,0.135,2,0.269,4
12,5,Chris Jericho,0.134,2,0.116,7,0.25,9
12,5,Romeo,0.134,2,0.122,5,0.256,7
12,5,Kirstie Alley,0.119,5,0.135,1,0.254,6
12,5,Kendra Wilkinson,0.113,6,0.121,6,0.234,12
12,5,Petra Nemcova,0.113,6,0.11,8,0.223,14
12,5,Ralph Macchio,0.113,6,0.126,4,0.239,10
12,6,Chelsea Kane,0.156,1,0.158,2,0.314,3
12,6,Romeo,0.156,1,0.134,5,0.29,6
12,6,Hines Ward,0.15,3,0.158,3,0.308,6
12,6,Kirstie Alley,0.144,4,0.158,1,0.302,5
12,6,Kendra Wilkinson,0.139,5,0.131,6,0.27,11
12,6,Ralph Macchio,0.133,6,0.141,4,0.274,10
12,6,Chris Jericho,0.122,7,0.122,7,0.244,14
12,7,Hines Ward,0.175,1,0.187,3,0.362,4
12,7,Ralph Macchio,0.175,1,0.157,4,0.332,5
12,7,Chelsea Kane,0.17,3,0.187,2,0.357,5
12,7,Kendra Wilkinson,0.162,4,0.137,6,0.299,10
12,7,Kirstie Alley,0.159,5,0.187,1,0.346,6
12,7,Romeo,0.159,5,0.144,5,0.303,10
12,8,Chelsea Kane,0.212,1,0.225,3,0.437,4
12,8,Hines Ward,0.208,2,0.225,2,0.433,4
12,8,Kirstie Alley,0.204,3,0.225,1,0.429,4
12,8,Romeo,0.2,4,0.15,5,0.35,9
12,8,Ralph Macchio,0.177,5,0.173,4,0.35,9
12,9,Chelsea Kane,0.311,1,0.273,3,0.584,4
12,9,Hines Ward,0.255,2,0.273,1,0.528,3
12,9,Kirstie Alley,0.23,3,0.273,2,0.503,5
12,9,Ralph Macchio,0.204,4,0.181,4,0.385,8
12,10,Chelsea Kane,0.34,1,0.333,3,0.673,4
12,10,Hines Ward,0.34,1,0.333,1,0.673,2
12,10,Kirstie Alley,0.321,3,0.333,2,0.654,5
13,1,Chynna Phillips,0.101,1,0.083,9,0.184,10
13,1,J.R. Martinez,0.101,1,0.086,2,0.187,3
13,1,Hope Solo,0.097,3,0.085,5,0.182,8
13,1,Ricki Lake,0.092,4,0.086,4,0.178,8
13,1,Kristin Cavallari,0.088,5,0.079,10,0.167,15
13,1,David Arquette,0.083,6,0.085,7,0.168,13
13,1,Carson Kressley,0.078,7,0.085,8,0.163,15
13,1,Chaz Bono,0.078,7,0.088,1,0.166,8
13,1,Nancy Grace,0.074,9,0.085,6,0.159,15
13,1,Rob Kardashian,0.074,9,0.086,3,0.16,12
13,1,Elisabetta Canalis,0.069,11,0.077,11,0.146,22
13,1,Metta World Peace (Ron),0.065,12,0.074,12,0.139,24
13,2,Ricki Lake,0.103,1,0.094,3,0.197,4
13,2,J.R. Martinez,0.099,2,0.094,2,0.193,4
13,2,Kristin Cavallari,0.099,2,0.083,10,0.182,12
13,2,Chynna Phillips,0.094,4,0.089,9,0.183,13
13,2,Elisabetta Canalis,0.094,4,0.079,11,0.173,15
13,2,Nancy Grace,0.094,4,0.093,6,0.187,10
13,2,Rob Kardashian,0.094,4,0.094,4,0.188,8
13,2,Hope Solo,0.085,8,0.093,5,0.178,13
13,2,Carson Kressley,0.081,9,0.092,8,0.173,17
13,2,David Arquette,0.081,9,0.092,7,0.173,16
13,2,Chaz Bono,0.076,11,0.097,1,0.173,12
13,3,Ricki Lake,0.114,1,0.104,3,0.218,4
13,3,Chynna Phillips,0.11,2,0.095,9,0.205,11
13,3,J.R. Martinez,0.11,2,0.104,2,0.214,4
13,3,David Arquette,0.101,4,0.101,7,0.202,11
13,3,Hope Solo,0.101,4,0.102,5,0.203,9
13,3,Kristin Cavallari,0.101,4,0.082,10,0.183,14
13,3,Rob Kardashian,0.101,4,0.104,4,0.205,8
13,3,Carson Kressley,0.097,8,0.098,8,0.195,16
13,3,Nancy Grace,0.089,9,0.101,6,0.19,15
13,3,Chaz Bono,0.076,10,0.107,1,0.183,11
13,4,Ricki Lake,0.139,1,0.117,3,0.256,4
13,4,J.R. Martinez,0.124,2,0.117,1,0.241,3
13,4,Hope Solo,0.115,3,0.112,4,0.227,7
13,4,Rob Kardashian,0.115,3,0.117,2,0.232,5
13,4,David Arquette,0.11,5,0.11,7,0.22,12
13,4,Chaz Bono,0.1,6,0.112,5,0.212,11
13,4,Chynna Phillips,0.1,6,0.099,9,0.199,15
13,4,Nancy Grace,0.1,6,0.111,6,0.211,12
13,4,Carson Kressley,0.096,9,0.105,8,0.201,17
13,5,J.R. Martinez,0.149,1,0.135,1,0.284,2
13,5,David Arquette,0.133,2,0.12,6,0.253,8
13,5,Rob Kardashian,0.133,2,0.135,2,0.268,4
13,5,Hope Solo,0.128,4,0.125,4,0.253,8
13,5,Ricki Lake,0.128,4,0.135,3,0.263,7
13,5,Nancy Grace,0.117,6,0.123,5,0.24,11
13,5,Chaz Bono,0.112,7,0.118,7,0.23,14
13,5,Carson Kressley,0.101,8,0.11,8,0.211,16
13,6,J.R. Martinez,0.175,1,0.157,1,0.332,2
13,6,Ricki Lake,0.175,1,0.157,3,0.332,4
13,6,Nancy Grace,0.145,3,0.135,5,0.28,8
13,6,David Arquette,0.139,4,0.13,6,0.269,10
13,6,Rob Kardashian,0.133,5,0.157,2,0.29,7
13,6,Hope Solo,0.12,6,0.139,4,0.259,10
13,6,Chaz Bono,0.114,7,0.123,7,0.237,14
13,7,Ricki Lake,0.181,1,0.187,3,0.368,4
13,7,Rob Kardashian,0.174,2,0.187,2,0.361,4
13,7,Hope Solo,0.171,3,0.155,4,0.326,7
13,7,J.R. Martinez,0.164,4,0.187,1,0.351,5
13,7,David Arquette,0.16,5,0.137,6,0.297,11
13,7,Nancy Grace,0.15,6,0.147,5,0.297,11
13,8,J.R. Martinez,0.232,1,0.225,1,0.457,2
