season,week,celebrity_name,judge_percent,judge_rank,fan_vote_percent,fan_vote_rank,total_percent,total_rank,is_eliminated_this_week_percent,is_eliminated_this_week_rank
22,8,Jodie Sweetin,0.178,1,0.117,6,0.295,7,1,0
22,8,Nyle DiMarco,0.172,3,0.201,2,0.373,5,0,0
22,8,Paige VanZant,0.166,4,0.201,1,0.367,5,0,0
22,8,Antonio Brown,0.16,5,0.135,5,0.295,10,0,1
22,8,Wanya Morris,0.148,6,0.147,4,0.295,10,0,0
23,1,James Hinchcliffe,0.094,1,0.078,2,0.172,3,0,0
23,1,Laurie Hernandez,0.094,1,0.078,4,0.172,5,0,0
23,1,Jana Kramer,0.082,3,0.078,1,0.16,4,0,0
23,1,Marilu Henner,0.082,3,0.078,6,0.16,9,0,0
23,1,Babyface,0.079,5,0.076,12,0.155,17,0,0
23,1,Calvin Johnson Jr.,0.079,5,0.078,3,0.157,8,0,0
23,1,Terra Jole,0.076,7,0.078,5,0.154,12,0,0
23,1,Vanilla Ice,0.076,7,0.076,11,0.152,18,0,0
23,1,Amber Rose,0.073,9,0.077,9,0.15,18,0,0
23,1,Ryan Lochte,0.073,9,0.078,7,0.151,16,0,0
23,1,Jake T. Austin,0.067,11,0.073,13,0.14,24,0,1
23,1,Maureen McCormick,0.067,11,0.078,8,0.145,19,0,0
23,1,Rick Perry,0.061,13,0.076,10,0.137,23,1,0
23,8,James Hinchcliffe,0.174,1,0.153,2,0.327,3,0,0
23,8,Laurie Hernandez,0.164,2,0.153,4,0.317,6,0,0
23,8,Calvin Johnson Jr.,0.149,3,0.153,3,0.302,6,0,0
23,8,Jana Kramer,0.149,3,0.153,1,0.302,4,0,0
23,8,Ryan Lochte,0.129,5,0.118,7,0.247,12,1,0
23,8,Terra Jole,0.119,6,0.136,5,0.255,11,0,0
23,8,Marilu Henner,0.114,7,0.133,6,0.247,13,0,1
23,10,Laurie Hernandez,0.205,1,0.211,3,0.416,4,0,0
23,10,Terra Jole,0.205,1,0.156,5,0.361,6,1,0
23,10,James Hinchcliffe,0.201,3,0.211,2,0.412,5,0,0
23,10,Jana Kramer,0.198,4,0.211,1,0.409,5,0,0
23,10,Calvin Johnson Jr.,0.191,5,0.211,4,0.402,9,0,1
23,11,Laurie Hernandez,0.258,1,0.25,2,0.508,3,0,0
23,11,James Hinchcliffe,0.256,2,0.25,3,0.506,5,0,0
23,11,Calvin Johnson Jr.,0.252,3,0.25,4,0.502,7,0,1
23,11,Jana Kramer,0.233,4,0.25,1,0.483,5,1,0
24,6,Heather Morris,0.138,1,0.095,8,0.233,9,1,0
24,6,Normani,0.134,2,0.143,3,0.277,5,0,0
24,6,Rashad Jennings,0.13,3,0.143,1,0.273,4,0,0
24,6,Simone Biles,0.128,4,0.126,4,0.254,8,0,0
24,6,Nancy Kerrigan,0.125,5,0.108,7,0.233,12,0,0
24,6,Bonner Bolton,0.117,6,0.122,5,0.239,11,0,0
24,6,David Ross,0.115,7,0.143,2,0.258,9,0,0
24,6,Nick Viall,0.113,8,0.12,6,0.233,14,0,1
24,7,Normani,0.166,1,0.17,3,0.336,4,0,0
24,7,Rashad Jennings,0.154,2,0.17,1,0.324,3,0,0
24,7,Simone Biles,0.154,2,0.139,4,0.293,6,0,0
24,7,Nancy Kerrigan,0.142,4,0.105,7,0.247,11,1,0
24,7,Nick Viall,0.134,5,0.113,6,0.247,11,0,0
24,7,David Ross,0.126,6,0.17,2,0.296,8,0,0
24,7,Bonner Bolton,0.123,7,0.132,5,0.255,12,0,1
24,9,Simone Biles,0.264,1,0.179,4,0.443,5,1,0
24,9,Rashad Jennings,0.254,2,0.274,2,0.528,4,0,0
24,9,Normani,0.251,3,0.274,1,0.525,4,0,0
24,9,David Ross,0.231,4,0.274,3,0.505,7,0,1
26,1,Adam Rippon,0.114,1,0.142,2,0.256,3,0,0
26,1,Josh Norman,0.114,1,0.142,1,0.256,2,0,0
26,1,Mirai Nagasu,0.11,3,0.087,5,0.197,8,0,0
26,1,Tonya Harding,0.11,3,0.142,3,0.252,6,0,0
26,1,Chris Mazdzer,0.1,5,0.087,6,0.187,11,0,0
26,1,Jennie Finch Daigle,0.1,5,0.089,4,0.189,9,0,0
26,1,Arike Ogunbowale,0.095,7,0.081,8,0.176,15,0,0
26,1,Jamie Anderson,0.09,8,0.072,10,0.162,18,0,1
26,1,Johnny Damon,0.086,9,0.072,9,0.158,18,1,0
26,1,Kareem Abdul-Jabbar,0.081,10,0.085,7,0.166,17,0,0
26,3,Adam Rippon,0.194,1,0.234,1,0.428,2,0,0
26,3,Josh Norman,0.18,2,0.234,2,0.414,4,0,0
26,3,Mirai Nagasu,0.166,3,0.098,5,0.264,8,0,0
26,3,Tonya Harding,0.166,3,0.234,3,0.4,6,0,0
26,3,Chris Mazdzer,0.156,5,0.098,6,0.254,11,0,1
26,3,Jennie Finch Daigle,0.137,6,0.101,4,0.238,10,1,0
26,4,Adam Rippon,0.339,1,0.333,1,0.672,2,0,0
26,4,Josh Norman,0.333,2,0.333,3,0.666,5,0,1
26,4,Tonya Harding,0.327,3,0.333,2,0.66,5,1,0
27,4,Milo Manheim,0.125,1,0.105,2,0.23,3,0,0
27,4,Mary Lou Retton,0.112,2,0.095,9,0.207,11,0,0
27,4,Tinashe,0.112,2,0.071,10,0.183,12,1,0
27,4,Alexis Ren,0.108,4,0.105,4,0.213,8,0,0
27,4,Evanna Lynch,0.103,5,0.105,3,0.208,8,0,0
27,4,Juan Pablo Di Pace,0.103,5,0.099,7,0.202,12,0,0
27,4,DeMarcus Ware,0.095,7,0.098,8,0.193,15,0,1
27,4,John Schneider,0.091,8,0.1,6,0.191,14,0,0
27,4,Bobby Bones,0.086,9,0.105,5,0.191,14,0,0
27,4,Joe Amabile,0.065,10,0.118,1,0.183,11,0,0
27,5,Alexis Ren,0.131,1,0.117,3,0.248,4,0,0
27,5,Juan Pablo Di Pace,0.131,1,0.106,7,0.237,8,0,0
27,5,Milo Manheim,0.122,3,0.117,1,0.239,4,0,0
27,5,DeMarcus Ware,0.117,4,0.104,8,0.221,12,0,0
27,5,Mary Lou Retton,0.113,5,0.097,9,0.21,14,0,1
27,5,Evanna Lynch,0.108,6,0.117,2,0.225,8,0,0
27,5,John Schneider,0.108,6,0.108,6,0.216,12,0,0
27,5,Bobby Bones,0.095,8,0.117,4,0.212,12,0,0
27,5,Joe Amabile,0.077,9,0.117,5,0.194,14,1,0
28,1,James Van Der Beek,0.107,1,0.083,9,0.19,10,0,0
28,1,Hannah Brown,0.102,2,0.089,2,0.191,4,0,0
28,1,Lauren Alaina,0.096,3,0.084,7,0.18,10,0,0
28,1,Sailor Brinkley-Cook,0.091,4,0.081,10,0.172,14,0,0
28,1,Karamo Brown,0.086,5,0.086,4,0.172,9,0,0
28,1,Mary Wilson,0.086,5,0.074,12,0.16,17,0,0
28,1,Ally Brooke,0.081,7,0.086,5,0.167,12,0,0
28,1,Kel Mitchell,0.081,7,0.084,6,0.165,13,0,0
28,1,Kate Flannery,0.076,9,0.083,8,0.159,17,0,0
28,1,Ray Lewis,0.076,9,0.074,11,0.15,20,0,1
28,1,Sean Spicer,0.061,11,0.091,1,0.152,12,0,0
28,1,Lamar Odom,0.056,12,0.087,3,0.143,15,1,0
28,2,Hannah Brown,0.11,1,0.092,2,0.202,3,0,0
28,2,Kate Flannery,0.096,2,0.082,8,0.178,10,0,0
28,2,Ally Brooke,0.091,3,0.087,5,0.178,8,0,0
28,2,James Van Der Beek,0.091,3,0.082,9,0.173,12,0,0
28,2,Kel Mitchell,0.091,3,0.084,7,0.175,10,0,0
28,2,Karamo Brown,0.087,6,0.087,4,0.174,10,0,0
28,2,Lauren Alaina,0.087,6,0.084,6,0.171,12,0,0
28,2,Sailor Brinkley-Cook,0.082,8,0.079,10,0.161,18,0,0
28,2,Sean Spicer,0.073,9,0.095,1,0.168,10,0,0
28,2,Mary Wilson,0.068,10,0.068,11,0.136,21,1,0
28,2,Ray Lewis,0.068,10,0.068,12,0.136,22,0,1
28,2,Lamar Odom,0.055,12,0.09,3,0.145,15,0,0
28,4,Ally Brooke,0.113,1,0.107,3,0.22,4,0,0
28,4,Hannah Brown,0.113,1,0.123,2,0.236,3,0,0
28,4,Kel Mitchell,0.113,1,0.095,6,0.208,7,0,0
28,4,Lauren Alaina,0.113,1,0.095,5,0.208,6,0,0
28,4,Sailor Brinkley-Cook,0.11,5,0.075,10,0.185,15,0,0
28,4,James Van Der Beek,0.099,6,0.086,8,0.185,14,0,0
28,4,Karamo Brown,0.099,6,0.107,4,0.206,10,0,0
28,4,Kate Flannery,0.092,8,0.086,9,0.178,17,0,1
28,4,Sean Spicer,0.074,9,0.135,1,0.209,10,0,0
28,4,Lamar Odom,0.071,10,0.092,7,0.163,17,1,0
29,1,Justina Machado,0.081,1,0.067,5,0.148,6,0,0
29,1,Skai Jackson,0.081,1,0.067,2,0.148,3,0,0
29,1,Kaitlyn Bristowe,0.077,3,0.067,4,0.144,7,0,0
29,1,Nev Schulman,0.077,3,0.067,3,0.144,6,0,0
29,1,Monica Aldama,0.073,5,0.067,8,0.14,13,0,0
29,1,AJ McLean,0.069,6,0.067,6,0.136,12,0,0
29,1,Anne Heche,0.069,6,0.066,13,0.135,19,0,0
29,1,Jeannie Mai,0.069,6,0.067,9,0.136,15,0,0
29,1,Jesse Metcalfe,0.069,6,0.067,12,0.136,18,0,0
29,1,Johnny Weir,0.069,6,0.067,7,0.136,13,0,0
29,1,Veron Davis,0.065,11,0.067,11,0.132,22,0,0
29,1,Nelly,0.062,12,0.067,1,0.129,13,0,0
29,1,Chrishell Stause,0.05,13,0.067,10,0.117,23,0,0
29,1,Charles Oakley,0.046,14,0.065,15,0.111,29,0,1
29,1,Carole Baskin,0.042,15,0.066,14,0.108,29,1,0
29,11,Justina Machado,0.253,1,0.248,4,0.501,5,0,1
29,11,Kaitlyn Bristowe,0.253,1,0.248,3,0.501,4,0,0
29,11,Nev Schulman,0.253,1,0.248,2,0.501,3,0,0
29,11,Nelly,0.241,4,0.256,1,0.497,5,1,0
30,2,Amanda Kloots,0.083,1,0.0,14,0.083,15,0,0
30,2,JoJo Siwa,0.081,2,0.303,2,0.384,4,0,0
30,2,Melanie C,0.078,3,0.0,10,0.078,13,0,0
30,2,Suni Lee,0.073,4,0.027,6,0.1,10,0,0
30,2,Jimmie Allen,0.07,5,0.0,11,0.07,16,0,0
30,2,Melora Hardin,0.07,5,0.011,7,0.081,12,0,0
30,2,Olivia Jade,0.07,5,0.0,9,0.07,14,0,0
30,2,"Mike ""The Miz"" Mizanin",0.068,8,0.32,1,0.388,9,0,0
30,2,Iman Shumpert,0.065,9,0.093,5,0.158,14,0,0
30,2,Christine Chiu,0.062,10,0.104,4,0.166,14,0,0
30,2,Cody Rigsby,0.062,10,0.144,3,0.206,13,0,0
30,2,Kenya Moore,0.062,10,0.0,13,0.062,23,0,0
30,2,Brian Austin Green,0.06,13,0.0,8,0.06,21,0,0
30,2,Matt James,0.057,14,0.0,14,0.057,28,0,1
30,2,Martin Kove,0.039,15,0.0,12,0.039,27,1,0
30,6,Iman Shumpert,0.11,1,0.0,10,0.11,11,0,0
30,6,JoJo Siwa,0.11,1,0.72,1,0.83,2,0,0
30,6,Amanda Kloots,0.104,3,0.0,8,0.104,11,0,0
30,6,Jimmie Allen,0.104,3,0.0,7,0.104,10,0,0
30,6,Cody Rigsby,0.099,5,0.115,2,0.214,7,0,0
30,6,Olivia Jade,0.099,5,0.066,3,0.165,8,0,0
30,6,Suni Lee,0.099,5,0.048,5,0.147,10,0,0
30,6,Melora Hardin,0.093,8,0.0,6,0.093,14,1,0
30,6,"Mike ""The Miz"" Mizanin",0.093,8,0.0,9,0.093,17,0,1
30,6,Kenya Moore,0.088,10,0.051,4,0.139,14,0,0
30,7,Olivia Jade,0.128,1,0.0,7,0.128,8,0,0
30,7,JoJo Siwa,0.119,2,0.0,6,0.119,8,0,0
30,7,Jimmie Allen,0.116,3,0.0,8,0.116,11,0,0
30,7,Melora Hardin,0.116,3,0.353,1,0.469,4,0,0
30,7,Cody Rigsby,0.11,5,0.264,3,0.374,8,0,0
30,7,Amanda Kloots,0.104,6,0.0,5,0.104,11,1,0
30,7,Iman Shumpert,0.104,6,0.299,2,0.403,8,0,0
30,7,Suni Lee,0.104,6,0.0,9,0.104,15,0,1
30,7,"Mike ""The Miz"" Mizanin",0.098,9,0.085,4,0.183,13,0,0
31,4,Charli D'Amelio,0.088,1,0.071,4,0.159,5,0,0
31,4,Gabby Windey,0.088,1,0.071,5,0.159,6,0,0
31,4,Wayne Brady,0.088,1,0.071,6,0.159,7,0,0
31,4,Heidi D'Amelio,0.083,4,0.07,10,0.153,14,0,0
31,4,Jordin Sparks,0.083,4,0.087,3,0.17,7,0,0
31,4,Selma Blair,0.078,6,0.042,13,0.12,19,1,0
31,4,Shangela,0.078,6,0.071,7,0.149,13,0,0
31,4,Jessie James Decker,0.076,8,0.069,11,0.145,19,0,0
31,4,Daniel Durant,0.071,9,0.111,2,0.182,11,0,0
31,4,Vinny Guadagnino,0.071,9,0.128,1,0.199,10,0,0
31,4,Joseph Baena,0.068,11,0.067,12,0.135,23,0,1
31,4,Trevor Donovan,0.068,11,0.07,9,0.138,20,0,0
31,4,Sam Champion,0.061,13,0.071,8,0.132,21,0,0
31,5,Charli D'Amelio,0.094,1,0.071,4,0.165,5,0,0
31,5,Gabby Windey,0.091,2,0.071,5,0.162,7,0,0
31,5,Wayne Brady,0.091,2,0.071,7,0.162,9,0,0
31,5,Selma Blair,0.089,4,0.0,12,0.089,16,1,0
31,5,Heidi D'Amelio,0.087,5,0.068,9,0.155,14,0,0
31,5,Shangela,0.086,6,0.071,6,0.157,12,0,0
31,5,Jessie James Decker,0.08,7,0.068,10,0.148,17,0,0
31,5,Trevor Donovan,0.08,7,0.069,8,0.149,15,0,0
31,5,Jordin Sparks,0.079,9,0.107,3,0.186,12,0,0
31,5,Joseph Baena,0.078,10,0.062,11,0.14,21,0,1
31,5,Daniel Durant,0.075,11,0.154,2,0.229,13,0,0
31,5,Vinny Guadagnino,0.069,12,0.187,1,0.256,13,0,0
32,9,Jason Mraz,0.195,1,0.172,1,0.367,2,0,0
32,9,Xochitl Gomez,0.186,2,0.163,6,0.349,8,0,0
32,9,Charity Lawson,0.172,3,0.163,4,0.335,7,0,0
32,9,Ariana Madix,0.167,4,0.163,5,0.33,9,0,1
32,9,Alyson Hannigan,0.145,5,0.168,3,0.313,8,0,0
32,9,Harry Jowsey,0.136,6,0.171,2,0.307,8,1,0
32,10,Xochitl Gomez,0.211,1,0.198,5,0.409,6,0,0
32,10,Charity Lawson,0.207,2,0.198,3,0.405,5,0,0
32,10,Ariana Madix,0.204,3,0.198,4,0.402,7,0,1
32,10,Jason Mraz,0.2,4,0.204,1,0.404,5,0,0
32,10,Alyson Hannigan,0.179,5,0.202,2,0.381,7,1,0
32,11,Jason Mraz,0.206,1,0.203,1,0.409,2,0,0
32,11,Xochitl Gomez,0.206,1,0.198,5,0.404,6,0,0
32,11,Ariana Madix,0.203,3,0.198,4,0.401,7,0,1
32,11,Charity Lawson,0.203,3,0.198,3,0.401,6,0,0
32,11,Alyson Hannigan,0.182,5,0.201,2,0.383,7,1,0
33,5,Chandler Kinney,0.134,1,0.124,5,0.258,6,0,0
33,5,Ilona Maher,0.129,2,0.16,1,0.289,3,0,0
33,5,Joey Graziadei,0.129,2,0.124,4,0.253,6,0,0
33,5,Danny Amendola,0.126,4,0.124,6,0.25,10,0,0
33,5,Jenn Tran,0.126,4,0.086,8,0.212,12,1,0
33,5,Dwight Howard ,0.119,6,0.152,2,0.271,8,0,0
33,5,Phaedra Parks,0.119,6,0.104,7,0.223,13,0,1
33,5,Stephen Nedoroscik,0.119,6,0.124,3,0.243,9,0,0
33,9,Chandler Kinney,0.206,1,0.195,4,0.401,5,0,0
33,9,Joey Graziadei,0.203,2,0.195,3,0.398,5,0,0
33,9,Stephen Nedoroscik,0.203,2,0.195,5,0.398,7,0,1
33,9,Ilona Maher,0.196,4,0.219,1,0.415,5,0,0
33,9,Danny Amendola,0.192,5,0.195,2,0.387,7,1,0
34,3,Jordan Chiles,0.093,1,0.082,6,0.175,7,0,0
34,3,Whitney Leavitt,0.093,1,0.082,9,0.175,10,0,0
34,3,Alix Earle,0.089,3,0.082,8,0.171,11,0,0
34,3,Dylan Efron,0.089,3,0.083,4,0.172,7,0,0
34,3,Hilaria Baldwin,0.086,5,0.052,12,0.138,17,1,0
34,3,Robert Irwin,0.086,5,0.082,7,0.168,12,0,0
34,3,Scott Hoying,0.086,5,0.091,2,0.177,7,0,0
34,3,Danielle Fishel,0.082,8,0.091,3,0.173,11,0,0
34,3,Elaine Hendrix,0.082,8,0.082,5,0.164,13,0,0
34,3,Jen Affleck,0.074,10,0.081,10,0.155,20,0,0
34,3,Andy Richter,0.07,11,0.114,1,0.184,12,0,0
34,3,Lauren Jauregui,0.07,11,0.077,11,0.147,22,0,1
34,6,Jordan Chiles,0.115,1,0.1,3,0.215,4,0,0
34,6,Whitney Leavitt,0.115,1,0.093,9,0.208,10,0,0
34,6,Danielle Fishel,0.106,3,0.099,7,0.205,10,0,0
34,6,Elaine Hendrix,0.106,3,0.1,4,0.206,7,0,0
34,6,Robert Irwin,0.106,3,0.1,6,0.206,9,0,0
34,6,Alix Earle,0.103,6,0.1,5,0.203,11,0,0
34,6,Dylan Efron,0.094,7,0.108,2,0.202,9,0,0
34,6,Jen Affleck,0.094,7,0.086,10,0.18,17,0,1
34,6,Scott Hoying,0.082,9,0.094,8,0.176,17,1,0
34,6,Andy Richter,0.079,10,0.12,1,0.199,11,0,0
34,10,Robert Irwin,0.172,1,0.167,2,0.339,3,0,0
34,10,Alix Earle,0.169,2,0.167,3,0.336,5,0,0
34,10,Whitney Leavitt,0.169,2,0.066,6,0.235,8,1,0
34,10,Elaine Hendrix,0.166,4,0.167,5,0.333,9,0,1
34,10,Jordan Chiles,0.166,4,0.167,4,0.333,8,0,0
34,10,Dylan Efron,0.16,6,0.265,1,0.425,7,0,0
